"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,γ,"R e,out/R e,in",t out/t in,φ r,ke,"fy,out","fy,in","fc,ref",N0,Nexp
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,450.0,40.0,8484.272064,8166.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.035412241,0.149001642,350.0,350.0,30.0,6982.513226,6846.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.064922441,0.149001642,350.0,350.0,55.0,8500.726759,8410.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.082628561,0.149001642,350.0,350.0,70.0,9411.654879,9345.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.100334682,0.149001642,350.0,350.0,85.0,10322.583,10264.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.118040802,0.149001642,350.0,350.0,100.0,11233.51112,11213.0
64.31761252,3.385137501,13.0,3.0,1404.0,273.3185609,1677.318561,12191.75228,530.9291585,0.280701754,0.0,4.947508656,1.0,1.033797397,0.28935564,235.0,235.0,28.63196156,743.2436444,827.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.033797397,0.164343386,235.0,235.0,28.63196156,748.2083111,780.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.033797397,0.072577242,235.0,235.0,28.63196156,716.1577894,732.0
101.554125,11.28379167,10.0,5.0,7600.0,392.6990817,7992.699082,31693.14165,314.1592654,0.166666667,0.0,10.1554125,2.0,1.132512604,0.318464536,517.6,356.2,112.26,7631.511495,7704.0
101.554125,11.28379167,25.0,5.0,7600.0,863.9379797,8463.93798,29572.56661,1963.495408,0.333333333,0.0,4.062165002,2.0,1.136962743,0.269593327,517.6,356.2,116.03,7672.799612,7714.0
101.554125,11.28379167,49.0,5.0,7600.0,1617.920217,9217.920217,23239.11582,7542.963961,0.6,0.0,2.072533164,2.0,1.132512604,0.12092695,517.6,356.2,112.26,7118.886323,7554.0
101.554125,11.28379167,65.0,5.0,7600.0,2120.575041,9720.575041,17006.196,13273.22896,0.777777778,0.0,1.562371154,2.0,1.132205698,0.071380036,517.6,356.2,112.0,6593.802781,6460.0
56.41895835,11.28379167,25.0,5.0,4400.0,863.9379797,5263.93798,7172.566612,1963.495408,0.6,0.0,2.256758334,2.0,1.139146497,0.12092695,517.6,356.2,117.88,3430.676861,3629.0
73.34464586,11.28379167,35.0,5.0,5600.0,1178.097245,6778.097245,11873.45175,3848.451001,0.615384615,0.0,2.09556131,2.0,1.139146497,0.115302881,517.6,356.2,117.88,4717.840731,4825.0
129.7636042,11.28379167,65.0,5.0,9600.0,2120.575041,11720.57504,37506.196,13273.22896,0.608695652,0.0,1.996363142,2.0,1.125146858,0.117706751,517.6,356.2,106.02,9700.715729,8660.0
64.31761252,3.385137501,29.33785834,3.385137501,1404.0,660.0,2064.0,9632.0,4171.637947,0.50877193,0.0,2.192307692,1.0,1.046153954,0.067107512,275.9,374.5,39.1,1011.1448,1160.0
64.31761252,3.385137501,29.33785834,3.385137501,1404.0,660.0,2064.0,9632.0,4171.637947,0.50877193,0.0,2.192307692,1.0,1.046153954,0.067107512,275.9,374.5,39.1,1011.1448,920.0
65.40940642,3.689423477,29.03225527,3.744197645,1559.04,727.04,2286.08,10065.96,4171.637947,0.480769231,0.0,2.252990882,1.0,1.054298769,0.0849015,380.0,429.0,46.0,1367.36952,1320.0
65.40940642,3.689423477,29.03225527,3.744197645,1559.04,727.04,2286.08,10065.96,4171.637947,0.480769231,0.0,2.252990882,1.0,1.054298769,0.0849015,380.0,429.0,46.0,1367.36952,1320.0
49.51327785,6.736423628,25.45623401,2.753245168,2238.2724,464.1856,2702.458,5201.8176,4171.637947,0.569735643,0.0,1.945035461,2.446721311,1.069289951,0.047696333,485.0,477.0,58.7,1612.325338,1546.0
49.51327785,6.736423628,25.45623401,2.753245168,2238.2724,464.1856,2702.458,5201.8176,4171.637947,0.569735643,0.0,1.945035461,2.446721311,1.069289951,0.047696333,485.0,477.0,58.7,1612.325338,1614.0
52.17625269,4.52480046,25.45623401,2.753245168,1547.6996,464.1856,2011.8852,6052.5504,4171.637947,0.540657439,0.0,2.04964539,1.643442623,1.069289951,0.05633648,445.0,477.0,58.7,1265.427562,1194.0
52.17625269,4.52480046,25.45623401,2.753245168,1547.6996,464.1856,2011.8852,6052.5504,4171.637947,0.540657439,0.0,2.04964539,1.643442623,1.069289951,0.05633648,445.0,477.0,58.7,1265.427562,1210.0
53.21436152,3.317434751,25.45623401,2.753245168,1143.7776,464.1856,1607.9632,6396.2624,4171.637947,0.530110263,0.0,2.090425532,1.204918033,1.069289951,0.059741105,464.0,477.0,58.7,1127.58994,1027.0
53.21436152,3.317434751,25.45623401,2.753245168,1143.7776,464.1856,1607.9632,6396.2624,4171.637947,0.530110263,0.0,2.090425532,1.204918033,1.069289951,0.059741105,464.0,477.0,58.7,1127.58994,1060.0
54.37659206,2.324461084,25.45623401,2.753245168,811.1456,464.1856,1275.3312,6789.1044,4171.637947,0.51877983,0.0,2.13608156,0.844262295,1.069289951,0.063570389,453.0,477.0,58.7,987.3859163,820.0
54.37659206,2.324461084,25.45623401,2.753245168,811.1456,464.1856,1275.3312,6789.1044,4171.637947,0.51877983,0.0,2.13608156,0.844262295,1.069289951,0.063570389,453.0,477.0,58.7,987.3859163,839.0
74.75458756,3.421814341,30.46623751,3.385137501,1644.0,684.0,2328.0,13956.0,4171.637947,0.526315789,0.0,2.453686233,1.0,1.033479539,0.122449827,300.0,300.0,28.36268381,1094.229615,1075.0
74.75458756,3.421814341,35.66463662,3.423564333,1644.0,804.0,2448.0,12756.0,4171.637947,0.526315789,0.0,2.096042317,1.0,1.033479539,0.069240883,300.0,300.0,28.36268381,1096.194395,1081.0
74.75458756,3.421814341,40.1962807,3.505656522,1644.0,924.0,2568.0,11556.0,4171.637947,0.526315789,0.0,1.859738918,1.0,1.033479539,0.041945765,300.0,300.0,28.36268381,1098.159174,1082.0
80.45588757,3.416923781,30.46623751,3.385137501,1764.0,684.0,2448.0,16736.0,4171.637947,0.483870968,0.0,2.640821255,1.0,1.033479539,0.138825044,300.0,300.0,28.36268381,1209.077876,1194.0
80.45588757,3.416923781,35.66463662,3.423564333,1764.0,804.0,2568.0,15536.0,4171.637947,0.483870968,0.0,2.255900948,1.0,1.033479539,0.083768992,300.0,300.0,28.36268381,1211.042656,1190.0
80.45588757,3.416923781,40.1962807,3.505656522,1764.0,924.0,2688.0,14336.0,4171.637947,0.483870968,0.0,2.001575424,1.0,1.033479539,0.053508561,300.0,300.0,28.36268381,1213.007435,1193.0
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.040745056,0.005395908,336.0,336.0,34.51777296,2538.388152,556.5
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.040745056,0.005395908,336.0,336.0,34.51777296,2538.388152,549.5
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.037524495,0.005395908,336.0,336.0,31.78942708,2534.066452,560.0
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.037524495,0.005395908,336.0,336.0,31.78942708,2534.066452,523.0
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.037096845,0.005395908,336.0,336.0,31.42713718,2533.492585,521.0
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.037096845,0.005395908,336.0,336.0,31.42713718,2533.492585,539.5
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.036456172,0.005395908,336.0,336.0,30.88438211,2532.632861,539.5
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.036456172,0.005395908,336.0,336.0,30.88438211,2532.632861,539.5
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.033161946,0.005395908,336.0,336.0,28.09362942,2528.212309,496.4
40.62165002,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,4171.637947,0.833333333,0.0,2.25,1.0,1.033161946,0.005395908,336.0,336.0,28.09362942,2528.212309,498.4
86.18560078,4.084732585,26.84414039,3.057907543,2264.3824,545.1436,2809.526,20526.6176,4171.637947,0.346949463,0.0,3.210592686,1.335793358,1.050204473,0.154046694,374.0,304.0,42.5314566,1885.629618,1665.0
86.18560078,4.084732585,26.84414039,3.057907543,2264.3824,545.1436,2809.526,20526.6176,4171.637947,0.346949463,0.0,3.210592686,1.335793358,1.050204473,0.154046694,374.0,304.0,42.5314566,1885.629618,1819.0
51.86570753,3.298186859,8.30487067,2.922502043,1108.9936,179.3316,1288.3252,8055.0364,4171.637947,0.26862851,0.0,6.24521556,1.104247104,1.046626117,0.223661202,401.0,468.0,39.5,846.8075602,909.9
51.87725522,3.286639174,8.521123213,3.013760073,1105.23,189.8904,1295.1204,8036.81,4171.637947,0.282051282,0.0,6.088077114,1.06741573,1.092543989,0.222534269,401.0,468.0,78.4,1162.151841,1161.3
51.84261181,3.321282578,8.559750788,2.946259153,1116.5184,185.7276,1302.246,8027.6116,4171.637947,0.282279849,0.0,6.056556213,1.103448276,1.120283577,0.222638424,401.0,468.0,101.9,1352.658017,1469.3
51.85415973,3.309734661,9.737912212,1.715136334,1112.7564,114.1824,1226.9388,8035.1936,4171.637947,0.274102079,0.0,5.32497712,1.888157895,1.046626117,0.222523891,401.0,357.0,39.5,804.3685804,855.9
51.80759012,3.321729597,9.670209462,1.726420126,1115.9424,114.2604,1230.2028,8024.0776,4171.637947,0.273194482,0.0,5.357442392,1.882352941,1.046626117,0.222553153,401.0,357.0,39.5,805.2349304,864.4
51.81913969,3.310180017,9.65892567,1.737703917,1112.1824,114.9456,1227.128,8027.8376,4171.637947,0.273120606,0.0,5.364896828,1.863636364,1.092543989,0.222578674,401.0,357.0,78.4,1116.403189,1154.9
51.83068916,3.298630554,9.670209462,1.726420126,1108.4216,114.2604,1222.682,8031.5984,4171.637947,0.273046769,0.0,5.359831073,1.869281046,1.120283577,0.222604176,401.0,357.0,101.9,1303.687901,1408.5
46.02277271,4.35155388,8.350005837,2.933785834,1317.8264,180.96,1498.7864,6254.1936,4171.637947,0.277238703,0.0,5.511705453,1.473076923,1.046626117,0.231377104,439.0,468.0,39.5,910.2557168,1030.4
46.09319235,4.306340305,8.293586878,2.990204793,1305.4276,183.91,1489.3376,6274.5724,4171.637947,0.276931598,0.0,5.557690903,1.430188679,1.092543989,0.231513233,439.0,468.0,78.4,1151.079073,1235.2
107.8730484,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,4171.637947,0.627615063,0.0,1.717879605,1.011494253,1.054888973,0.033389004,337.0,339.0,46.5,2872.63677,3267.0
107.8730484,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,4171.637947,0.627615063,0.0,1.717879605,1.011494253,1.054888973,0.033389004,337.0,339.0,46.5,2872.63677,3115.0
107.8730484,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,4171.637947,0.627615063,0.0,1.717879605,1.011494253,1.054888973,0.033389004,337.0,339.0,46.5,2872.63677,2913.0
107.8730484,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,4171.637947,0.627615063,0.0,1.717879605,1.011494253,1.063742033,0.033389004,337.0,339.0,54.0,3038.81757,3289.0
107.8730484,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,4171.637947,0.627615063,0.0,1.717879605,1.011494253,1.074247665,0.033389004,337.0,339.0,62.9,3236.018786,3515.0
53.03382085,3.554394376,18.23460734,4.332976002,1224.09,555.4176,1779.5076,7236.0,4171.637947,0.425531915,0.0,2.908415842,0.8203125,1.049341055,0.103212257,556.0,404.0,41.8,1207.44755,1420.0
52.9661181,3.565678168,18.21203976,4.355543585,1226.5856,558.0016,1784.5872,7213.4544,4171.637947,0.426075841,0.0,2.908302354,0.81865285,1.049341055,0.102930365,556.0,404.0,41.8,1208.936634,1420.0
52.99996948,3.531826793,18.20075597,4.366827377,1215.3164,559.2924,1774.6088,7224.7236,4171.637947,0.425803704,0.0,2.911965282,0.80878553,1.096321295,0.103071329,556.0,404.0,81.6,1491.207494,1464.0
52.98868569,3.543110585,18.21203976,4.355543585,1219.0736,558.0016,1777.0752,7220.9664,4171.637947,0.425894378,0.0,2.909541512,0.813471503,1.13680929,0.103024353,556.0,404.0,115.9,1740.147574,1706.0
52.99996948,3.588245751,21.19096076,1.602298417,1235.3664,221.4064,1456.7728,7192.5636,4171.637947,0.430061742,0.0,2.501064963,2.23943662,1.049341055,0.100886592,556.0,324.0,41.8,1059.24855,1209.0
52.9774019,3.554394376,21.16839317,1.624866001,1222.83,224.4096,1447.2396,7185.05,4171.637947,0.430244941,0.0,2.502665245,2.1875,1.096321295,0.100793559,556.0,324.0,81.6,1338.90227,1323.0
52.9774019,3.554394376,21.16839317,1.624866001,1222.83,224.4096,1447.2396,7185.05,4171.637947,0.430244941,0.0,2.502665245,2.1875,1.13680929,0.100793559,556.0,324.0,115.9,1585.349485,1516.0
86.18560078,4.084732585,26.85542418,3.046623751,2264.3824,543.24,2807.6224,20526.6176,4171.637947,0.346949463,0.0,3.209243697,1.340740741,1.059610605,0.154046694,374.0,304.0,50.5,2048.618166,1819.0
278.7096543,3.385137501,194.0812167,3.385137501,5964.0,4164.0,10128.0,121536.0,4171.637947,0.708502024,0.0,1.436046512,1.0,1.046980239,0.018724946,353.0,353.0,39.8,8412.3168,6939.0
278.7096543,3.385137501,222.2906959,3.385137501,5964.0,4764.0,10728.0,84036.0,4171.637947,0.809716599,0.0,1.253807107,1.0,1.046980239,0.007197251,353.0,353.0,39.8,7131.6168,6090.0
74.75458756,3.421814341,30.46623751,3.385137501,1644.0,684.0,2328.0,13956.0,4171.637947,0.526315789,0.0,2.453686233,1.0,1.033479539,0.122449827,300.0,300.0,28.36268381,1094.229615,1120.0
74.75458756,3.421814341,35.66463662,3.423564333,1644.0,804.0,2448.0,12756.0,4171.637947,0.526315789,0.0,2.096042317,1.0,1.033479539,0.069240883,300.0,300.0,28.36268381,1096.194395,1100.0
74.75458756,3.421814341,40.1962807,3.505656522,1644.0,924.0,2568.0,11556.0,4171.637947,0.526315789,0.0,1.859738918,1.0,1.033479539,0.041945765,300.0,300.0,28.36268381,1098.159174,1010.0
80.45588757,3.416923781,30.46623751,3.385137501,1764.0,684.0,2448.0,16736.0,4171.637947,0.483870968,0.0,2.640821255,1.0,1.033479539,0.138825044,300.0,300.0,28.36268381,1209.077876,1160.0
49.53584544,6.736423628,25.45623401,2.753245168,2239.2276,464.1856,2703.4132,5208.84,4171.637947,0.569476082,0.0,1.945921986,2.446721311,1.073404245,0.047768853,485.0,477.0,62.18548512,1631.35616,1545.0
52.17061079,4.52480046,25.45623401,2.753245168,1547.5392,464.1856,2011.7248,6050.7009,4171.637947,0.540715908,0.0,2.049423759,1.643442623,1.073404245,0.056318024,445.0,477.0,62.18548512,1286.337246,1194.0
143.1752656,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,4171.637947,0.434782609,0.0,2.369008323,1.333333333,1.044204637,0.07554264,450.0,450.0,37.44860798,8206.211234,8626.7
143.1752656,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,4171.637947,0.434782609,0.0,2.260776661,2.0,1.044204637,0.07554264,450.0,450.0,37.44860798,7699.961234,8117.1
143.1752656,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,4171.637947,0.434782609,0.0,2.210368257,2.666666667,1.044204637,0.07554264,450.0,450.0,37.44860798,7438.398734,7864.3
143.1752656,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,4171.637947,0.434782609,0.0,2.18121141,3.333333333,1.044204637,0.07554264,450.0,450.0,37.44860798,7278.761234,7702.8
143.1752656,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,4171.637947,0.434782609,0.0,2.369008323,1.333333333,1.060709261,0.07554264,450.0,450.0,51.43074215,8896.928662,9462.4
143.1752656,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,4171.637947,0.434782609,0.0,2.260776661,2.0,1.060709261,0.07554264,450.0,450.0,51.43074215,8390.678662,8900.8
143.1752656,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,4171.637947,0.434782609,0.0,2.210368257,2.666666667,1.060709261,0.07554264,450.0,450.0,51.43074215,8129.116162,8621.3
143.1752656,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,4171.637947,0.434782609,0.0,2.18121141,3.333333333,1.060709261,0.07554264,450.0,450.0,51.43074215,7969.478662,8418.2
143.1752656,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,4171.637947,0.434782609,0.0,2.369008323,1.333333333,1.077602476,0.07554264,450.0,450.0,65.74207788,9603.908647,10193.1
143.1752656,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,4171.637947,0.434782609,0.0,2.260776661,2.0,1.077602476,0.07554264,450.0,450.0,65.74207788,9097.658647,9639.1
143.1752656,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,4171.637947,0.434782609,0.0,2.210368257,2.666666667,1.077602476,0.07554264,450.0,450.0,65.74207788,8836.096147,9386.7
143.1752656,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,4171.637947,0.434782609,0.0,2.18121141,3.333333333,1.077602476,0.07554264,450.0,450.0,65.74207788,8676.458647,9096.7
146.0096046,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,4171.637947,0.425531915,0.0,2.415905898,1.0,1.044204637,0.07936693,450.0,450.0,37.44860798,7143.8914,7634.4
146.0096046,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,4171.637947,0.425531915,0.0,2.30553165,1.5,1.044204637,0.07936693,450.0,450.0,37.44860798,6637.6414,7078.4
146.0096046,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,4171.637947,0.425531915,0.0,2.254125347,2.0,1.044204637,0.07936693,450.0,450.0,37.44860798,6376.0789,6841.4
146.0096046,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,4171.637947,0.425531915,0.0,2.224391303,2.5,1.044204637,0.07936693,450.0,450.0,37.44860798,6216.4414,6673.7
146.0096046,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,4171.637947,0.425531915,0.0,2.415905898,1.0,1.060709261,0.07936693,450.0,450.0,51.43074215,7870.612823,8458.5
146.0096046,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,4171.637947,0.425531915,0.0,2.30553165,1.5,1.060709261,0.07936693,450.0,450.0,51.43074215,7364.362823,7892.5
146.0096046,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,4171.637947,0.425531915,0.0,2.254125347,2.0,1.060709261,0.07936693,450.0,450.0,51.43074215,7102.800323,7615.7
146.0096046,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,4171.637947,0.425531915,0.0,2.224391303,2.5,1.060709261,0.07936693,450.0,450.0,51.43074215,6943.162823,7475.8
146.0096046,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,4171.637947,0.425531915,0.0,2.415905898,1.0,1.077602476,0.07936693,450.0,450.0,65.74207788,8614.444498,9261.6
146.0096046,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,4171.637947,0.425531915,0.0,2.30553165,1.5,1.077602476,0.07936693,450.0,450.0,65.74207788,8108.194498,8726.1
146.0096046,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,4171.637947,0.425531915,0.0,2.254125347,2.0,1.077602476,0.07936693,450.0,450.0,65.74207788,7846.631998,8450.3
146.0096046,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,4171.637947,0.425531915,0.0,2.224391303,2.5,1.077602476,0.07936693,450.0,450.0,65.74207788,7686.994498,8200.3
147.7099619,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,4171.637947,0.420168067,0.0,2.444040371,0.8,1.044204637,0.081665319,450.0,450.0,37.44860798,6496.598266,7024.5
147.7099619,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,4171.637947,0.420168067,0.0,2.332380758,1.2,1.044204637,0.081665319,450.0,450.0,37.44860798,5990.348266,6468.8
147.7099619,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,4171.637947,0.420168067,0.0,2.280375802,1.6,1.044204637,0.081665319,450.0,450.0,37.44860798,5728.785766,6199.1
147.7099619,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,4171.637947,0.420168067,0.0,2.250295489,2.0,1.044204637,0.081665319,450.0,450.0,37.44860798,5569.148266,6019.7
147.7099619,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,4171.637947,0.420168067,0.0,2.444040371,0.8,1.060709261,0.081665319,450.0,450.0,51.43074215,7245.257658,7786.5
147.7099619,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,4171.637947,0.420168067,0.0,2.332380758,1.2,1.060709261,0.081665319,450.0,450.0,51.43074215,6739.007658,7286.4
147.7099619,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,4171.637947,0.420168067,0.0,2.280375802,1.6,1.060709261,0.081665319,450.0,450.0,51.43074215,6477.445158,6797.9
147.7099619,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,4171.637947,0.420168067,0.0,2.250295489,2.0,1.060709261,0.081665319,450.0,450.0,51.43074215,6317.807658,6261.6
147.7099619,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,4171.637947,0.420168067,0.0,2.444040371,0.8,1.077602476,0.081665319,450.0,450.0,65.74207788,8011.543818,7854.7
147.7099619,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,4171.637947,0.420168067,0.0,2.332380758,1.2,1.077602476,0.081665319,450.0,450.0,65.74207788,7505.293818,7529.4
147.7099619,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,4171.637947,0.420168067,0.0,2.280375802,1.6,1.077602476,0.081665319,450.0,450.0,65.74207788,7243.731318,7268.5
147.7099619,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,4171.637947,0.420168067,0.0,2.250295489,2.0,1.077602476,0.081665319,450.0,450.0,65.74207788,7084.093818,7098.2
148.8434348,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,4171.637947,0.416666667,0.0,2.462795054,0.666666667,1.044204637,0.083199052,450.0,450.0,37.44860798,6060.943996,6585.3
148.8434348,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,4171.637947,0.416666667,0.0,2.350278606,1.0,1.044204637,0.083199052,450.0,450.0,37.44860798,5554.693996,5824.9
148.8434348,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,4171.637947,0.416666667,0.0,2.297874582,1.333333333,1.044204637,0.083199052,450.0,450.0,37.44860798,5293.131496,5611.3
148.8434348,5.666246025,65.64025152,3.458578376,5400.0,1464.0,6864.0,54600.0,4171.637947,0.416666667,0.0,2.267563444,1.666666667,1.044204637,0.083199052,450.0,450.0,37.44860798,5133.493996,5408.6
148.8434348,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,4171.637947,0.416666667,0.0,2.462795054,0.666666667,1.060709261,0.083199052,450.0,450.0,51.43074215,6824.368521,7104.1
148.8434348,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,4171.637947,0.416666667,0.0,2.350278606,1.0,1.060709261,0.083199052,450.0,450.0,51.43074215,6318.118521,6657.6
148.8434348,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,4171.637947,0.416666667,0.0,2.297874582,1.333333333,1.060709261,0.083199052,450.0,450.0,51.43074215,6056.556021,6262.4
148.8434348,5.666246025,65.64025152,3.458578376,5400.0,1464.0,6864.0,54600.0,4171.637947,0.416666667,0.0,2.267563444,1.666666667,1.060709261,0.083199052,450.0,450.0,51.43074215,5896.918521,6239.1
148.8434348,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,4171.637947,0.416666667,0.0,2.462795054,0.666666667,1.077602476,0.083199052,450.0,450.0,65.74207788,7605.767452,7721.1
148.8434348,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,4171.637947,0.416666667,0.0,2.350278606,1.0,1.077602476,0.083199052,450.0,450.0,65.74207788,7099.517452,7526.7
148.8434348,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,4171.637947,0.416666667,0.0,2.297874582,1.333333333,1.077602476,0.083199052,450.0,450.0,65.74207788,6837.954952,7075.9
148.8434348,5.666246025,65.64025152,3.458578376,5400.0,1464.0,6864.0,54600.0,4171.637947,0.416666667,0.0,2.267563444,1.666666667,1.077602476,0.083199052,450.0,450.0,65.74207788,6678.317452,6598.3
98.16898754,3.385137501,16.24866001,3.385137501,2124.0,381.6,2505.6,29064.96,4171.637947,0.2,0.0,6.041666667,1.0,1.046161018,0.277777778,268.26,268.26,39.10598436,1808.766127,2258.95
98.16898754,3.385137501,26.06555876,3.385137501,2124.0,590.4,2714.4,27551.16,4171.637947,0.3,0.0,3.766233766,1.0,1.046161018,0.201465201,268.26,268.26,39.10598436,1805.580176,2180.1
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,268.26,268.26,39.10598436,1778.714769,2104.81
98.16898754,3.385137501,45.69935627,3.385137501,2124.0,1008.0,3132.0,22707.0,4171.637947,0.5,0.0,2.148148148,1.0,1.046161018,0.070332574,268.26,268.26,39.10598436,1728.169907,1952.05
98.16898754,3.385137501,55.51625502,3.385137501,2124.0,1216.8,3340.8,19376.64,4171.637947,0.6,0.0,1.768292683,1.0,1.046161018,0.039768798,268.26,268.26,39.10598436,1653.945589,1884.85
98.16898754,3.385137501,65.33315377,3.385137501,2124.0,1425.6,3549.6,15440.76,4171.637947,0.7,0.0,1.502590674,1.0,1.046161018,0.020013008,268.26,268.26,39.10598436,1556.041815,1733.7
