"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,γ,"R e,out/R e,in",t out/t in,φ r,ke,"fy,out","fy,in","fc,ref",N0,Nexp
74.7,1.6,23.27,1.53,759.0087851,231.0550291,990.0638142,15598.1646,1701.150117,0.331994645,0.0,3.210141813,1.045751634,1.0,1.0,314.5,376.5,36.41924933,893.7739272,1055.0
74.7,1.6,36.44,1.66,759.0087851,388.7293652,1147.73815,12970.00244,4171.637947,0.510040161,0.0,2.049945115,0.963855422,1.0,1.0,314.5,398.9,36.41924933,866.1301593,997.0
74.7,1.6,49.2,1.7,759.0087851,534.6048219,1293.613607,9391.100088,7604.664841,0.681392236,0.0,1.518292683,0.941176471,1.0,1.0,314.5,353.3,36.41924933,769.600962,825.0
74.7,1.6,48.16,2.79,759.0087851,868.7034616,1627.712247,9375.101527,7286.564762,0.68206158,0.0,1.551079734,0.573476703,1.0,1.0,314.5,226.0,36.41924933,776.4694052,882.0
80.98,3.22,23.27,1.53,1670.949044,231.0550291,1902.004073,18669.60675,1701.150117,0.306248456,0.0,3.48001719,2.104575163,1.0,1.0,281.5,376.5,36.41924933,1237.297437,1569.0
80.98,3.22,36.44,1.66,1670.949044,388.7293652,2059.678409,16041.44458,4171.637947,0.47048654,0.0,2.222283205,1.939759036,1.0,1.0,281.5,398.9,36.41924933,1209.65367,1470.0
80.98,3.22,41.38,3.22,1670.949044,869.7675191,2540.716563,14352.68145,5379.362924,0.550753272,0.0,1.95698405,1.0,1.0,1.0,281.5,259.2,36.41924933,1218.529781,1464.0
80.98,3.22,49.2,1.7,1670.949044,534.6048219,2205.553866,12462.54223,7604.664841,0.628550259,0.0,1.645934959,1.894117647,1.0,1.0,281.5,353.3,36.41924933,1113.124472,1332.0
80.98,3.22,48.16,2.79,1670.949044,868.7034616,2539.652506,12446.54367,7286.564762,0.629167696,0.0,1.681478405,1.154121864,1.0,1.0,281.5,226.0,36.41924933,1119.992916,1354.0
80.98,3.22,54.26,2.79,1670.949044,975.6369924,2646.586036,10376.86243,9249.312471,0.704494937,0.0,1.492443789,1.154121864,1.0,1.0,281.5,281.2,36.41924933,1122.638818,1319.0
99.36,1.99,22.38,3.07,1254.792632,461.3054962,1716.098129,28980.27206,1573.511919,0.256139291,0.0,4.439678284,0.648208469,1.0,1.0,304.0,228.9,36.41924933,1542.489542,1653.0
99.36,1.99,36.44,1.66,1254.792632,388.7293652,1643.521998,26454.72216,4171.637947,0.383454106,0.0,2.726673985,1.198795181,1.0,1.0,304.0,398.9,36.41924933,1499.982226,1658.0
99.36,1.99,48.16,2.79,1254.792632,868.7034616,2123.496094,22859.82125,7286.564762,0.512781804,0.0,2.063122924,0.713261649,1.0,1.0,304.0,226.0,36.41924933,1410.321472,1625.0
99.36,1.99,74.7,1.6,1254.792632,759.0087851,2013.801417,12725.71094,17530.36975,0.767914654,0.0,1.330120482,1.24375,1.0,1.0,304.0,314.5,36.41924933,1083.626063,1142.0
172.5,5.5,106.2,3.3,6056.205238,2236.217067,8292.422305,55813.53508,35432.26425,0.634782609,0.0,1.624293785,1.666666667,1.0,1.0,618.0,356.0,38.83,4538.828113,7242.0
172.5,5.5,106.2,3.3,6056.205238,2236.217067,8292.422305,55813.53508,35432.26425,0.634782609,0.0,1.624293785,1.666666667,1.0,1.0,618.0,356.0,38.83,4538.828113,7159.0
172.5,5.5,80.7,3.3,6056.205238,1707.487023,7763.692261,71314.93863,20459.59074,0.486956522,0.0,2.137546468,1.666666667,1.0,1.0,618.0,356.0,38.83,4350.600217,8516.0
51.3,5.85,27.63,2.52,1993.128481,457.4334833,2450.561964,5411.919563,2398.344925,0.587719298,0.0,1.856677524,2.321428571,1.0,1.0,455.0,396.0,36.2,1283.928606,1422.0
51.3,5.85,24.38,5.77,1993.128481,988.4647435,2981.593225,5411.919563,1867.313664,0.587719298,0.0,2.104183757,1.013864818,1.0,1.0,455.0,310.0,36.2,1409.209018,1574.0
54.42,2.73,27.63,2.52,956.8854541,457.4334833,1414.318937,6448.16259,2398.344925,0.554024256,0.0,1.969598263,1.083333333,1.0,1.0,285.0,396.0,36.2,687.2794996,735.0
54.42,2.73,24.38,5.77,956.8854541,988.4647435,1945.350198,6448.16259,1867.313664,0.554024256,0.0,2.232157506,0.473136915,1.0,1.0,285.0,310.0,36.2,812.5599107,913.0
51.3,5.85,27.63,2.52,1993.128481,457.4334833,2450.561964,5411.919563,2398.344925,0.587719298,0.0,1.856677524,2.321428571,1.0,1.0,455.0,396.0,60.6,1415.979444,1506.0
51.3,5.85,24.38,5.77,1993.128481,988.4647435,2981.593225,5411.919563,1867.313664,0.587719298,0.0,2.104183757,1.013864818,1.0,1.0,455.0,310.0,60.6,1541.259855,1666.0
54.42,2.73,27.63,2.52,956.8854541,457.4334833,1414.318937,6448.16259,2398.344925,0.554024256,0.0,1.969598263,1.083333333,1.0,1.0,285.0,396.0,60.6,844.6146667,899.0
54.42,2.73,24.38,5.77,956.8854541,988.4647435,1945.350198,6448.16259,1867.313664,0.554024256,0.0,2.232157506,0.473136915,1.0,1.0,285.0,310.0,60.6,969.8950778,1088.0
67.18,2.92,6.96,4.09,1259.331291,231.4125423,1490.743834,13794.89011,152.1837747,0.164483477,0.0,9.652298851,0.71393643,1.0,1.0,300.0,794.0,40.5,1120.233995,1410.0
67.19,2.91,6.95,4.1,1255.109933,231.8495378,1486.959471,13799.11147,151.7467792,0.164458997,0.0,9.667625899,0.709756098,1.0,1.0,300.0,794.0,79.9,1663.170519,1845.0
67.21,2.89,6.97,4.08,1246.665332,230.9749184,1477.640251,13807.55607,152.6213985,0.164410058,0.0,9.642754663,0.708333333,1.0,1.0,300.0,794.0,115.6,2153.547166,2321.0
67.26,2.89,10.52,5.48,1247.573252,456.5664037,1704.139656,13408.02716,347.6813156,0.237882843,0.0,6.393536122,0.527372263,1.0,1.0,300.0,619.0,40.5,1199.91168,1423.0
67.18,2.92,10.68,5.27,1259.331291,440.8914272,1700.222718,13379.2574,358.3375979,0.237421852,0.0,6.290262172,0.554079696,1.0,1.0,300.0,619.0,79.9,1719.713847,2012.0
67.14,2.91,10.59,5.36,1254.19573,446.905378,1701.101108,13362.37825,352.3236471,0.237563301,0.0,6.339943343,0.542910448,1.0,1.0,300.0,619.0,115.6,2197.584074,2537.0
67.14,2.91,11.42,7.63,1254.19573,730.3766238,1984.572354,13021.51545,409.7152041,0.283735478,0.0,5.87915937,0.381389253,1.0,1.0,300.0,433.0,40.5,1219.883173,1626.0
67.15,2.9,11.49,7.51,1249.976885,719.3615717,1969.338457,13031.71117,414.7533763,0.282948622,0.0,5.844212359,0.386151798,1.0,1.0,300.0,433.0,79.9,1727.710349,2083.0
67.2,2.9,11.56,7.39,1250.887947,708.3314399,1959.219387,13058.77599,419.822336,0.281994048,0.0,5.813148789,0.392422192,1.0,1.0,300.0,433.0,115.6,2191.568402,2500.0
67.2,2.9,16.93,10.62,1250.887947,1484.017998,2734.905945,11802.45309,900.4586802,0.409970238,0.0,3.969285292,0.27306968,1.0,1.0,300.0,739.0,40.5,1949.955035,2543.0
67.15,2.9,16.84,10.76,1249.976885,1502.229182,2752.206067,11772.6865,890.9104376,0.411020104,0.0,3.987529691,0.269516729,1.0,1.0,300.0,739.0,79.9,2425.778083,2775.0
67.18,2.87,40.61,3.89,1237.316581,1040.111898,2277.428479,7957.347572,5181.026954,0.662399524,0.0,1.654272347,0.737789203,1.0,1.0,300.0,1029.0,40.5,1763.742694,2025.0
67.19,2.86,40.64,3.91,1233.095223,1046.442208,2279.53743,7947.580989,5188.684586,0.663045096,0.0,1.653297244,0.731457801,1.0,1.0,300.0,1029.0,79.9,2081.729319,2107.0
67.22,2.88,40.64,3.91,1242.442089,1046.442208,2288.884297,7960.248833,5188.684586,0.662749182,0.0,1.654035433,0.73657289,1.0,1.0,300.0,1029.0,115.6,2369.726423,2195.0
79.71,2.94,6.86,4.14,1499.602811,232.2906174,1731.893428,19580.55458,147.8420936,0.138000251,0.0,11.61953353,0.710144928,1.0,1.0,300.0,794.0,40.5,1427.332054,1750.0
79.66,2.94,6.96,4.09,1498.679182,231.4125423,1730.091725,19552.05719,152.1837747,0.138714537,0.0,11.4454023,0.718826406,1.0,1.0,300.0,794.0,79.9,2195.554683,2413.0
79.71,2.94,7.01,4.04,1499.602811,229.2181398,1728.820951,19577.09097,154.3781772,0.138627525,0.0,11.37089872,0.727722772,1.0,1.0,300.0,794.0,115.6,2894.991763,2911.0
79.72,2.93,10.6,5.35,1494.59417,446.2396745,1940.833844,19166.46691,352.9893506,0.200075263,0.0,7.520754717,0.547663551,1.0,1.0,276.0,619.0,40.5,1464.972259,1943.0
79.71,2.94,10.56,5.39,1499.602811,448.8987185,1948.501529,19161.45827,350.3303065,0.200100364,0.0,7.548295455,0.545454545,1.0,1.0,276.0,619.0,40.5,1467.797742,1891.0
79.71,2.94,10.65,5.25,1499.602811,437.898746,1937.501557,19166.46125,356.3272928,0.19947309,0.0,7.484507042,0.56,1.0,1.0,276.0,619.0,79.9,2216.349954,2550.0
79.83,2.92,40.58,3.92,1491.41959,1047.763876,2539.183466,13799.6936,5173.374977,0.557434548,0.0,1.967225234,0.744897959,1.0,1.0,276.0,1029.0,40.5,2048.668426,2375.0
79.79,2.91,40.64,3.91,1485.489206,1046.442208,2531.931413,13765.64722,5188.684586,0.558340644,0.0,1.963336614,0.744245524,1.0,1.0,276.0,1029.0,79.9,2586.659265,2580.0
79.68,2.92,40.57,3.88,1488.667555,1036.341045,2525.0086,13738.49852,5170.825574,0.557856426,0.0,1.964012817,0.75257732,1.0,1.0,276.0,1029.0,115.6,3065.437609,2671.0
78.92,3.68,18.06,3.19,1867.342567,393.952263,2261.29483,18148.36469,1024.67317,0.26926001,0.0,4.369878184,1.153605016,1.0,1.0,357.69,409.8,53.7,1803.938584,2060.4
78.76,3.69,18.15,3.2,1868.8232,397.0973114,2265.920511,18055.7229,1034.911306,0.271076689,0.0,4.339393939,1.153125,1.0,1.0,357.69,409.8,53.7,1800.782168,2003.0
78.82,3.68,18.09,3.21,1865.030355,397.2289441,2262.259299,18092.12547,1028.080227,0.270235981,0.0,4.357103372,1.146417445,1.0,1.0,357.69,409.8,90.7,2470.842909,2422.8
78.85,3.7,18.16,3.19,1876.096301,395.9565991,2272.0529,18100.28607,1036.052018,0.27076728,0.0,4.341960352,1.159874608,1.0,1.0,357.69,409.8,90.7,2475.019847,2446.2
78.71,3.69,18.1,3.2,1867.663952,396.0920018,2263.755954,18037.68701,1029.217169,0.270613645,0.0,4.348618785,1.153125,1.0,1.0,357.69,409.8,141.0,3373.67709,3068.1
78.76,3.69,18.05,3.2,1868.8232,395.0866921,2263.909892,18069.10608,1023.538741,0.269807009,0.0,4.363434903,1.153125,1.0,1.0,357.69,409.8,141.0,3378.109854,3109.7
78.8,3.7,35.2,2.8,1874.933912,643.9008303,2518.834742,14971.0713,3892.558962,0.482233503,0.0,2.238636364,1.321428571,1.0,1.0,357.69,385.55,53.7,1722.847604,1830.7
78.8,3.7,35.31,2.79,1874.933912,643.4418436,2518.375755,14947.16378,3916.925468,0.483502538,0.0,2.231662419,1.326164875,1.0,1.0,357.69,385.55,53.7,1721.386808,1875.6
78.88,3.67,35.24,2.81,1861.230599,646.9949849,2508.225583,14998.7547,3901.410713,0.482378296,0.0,2.238365494,1.306049822,1.0,1.0,357.69,385.55,90.7,2275.57954,2174.3
78.91,3.69,35.4,2.8,1872.300943,647.4194141,2519.720357,14977.69409,3936.91825,0.484095805,0.0,2.229096045,1.317857143,1.0,1.0,357.69,385.55,90.7,2277.792733,2201.6
78.72,3.68,35.35,2.8,1862.718143,646.5397681,2509.257911,14895.59736,3925.804866,0.484629065,0.0,2.226874116,1.314285714,1.0,1.0,357.69,385.55,141.0,3015.828288,2731.5
78.64,3.71,35.27,2.78,1876.388155,640.3495739,2516.737729,14879.98741,3908.056124,0.483850458,0.0,2.229656932,1.334532374,1.0,1.0,357.69,385.55,141.0,3016.130283,2735.9
76.69,5.96,35.26,2.79,2983.464986,642.5653392,3626.030325,13928.41942,3905.840359,0.496153345,0.0,2.17498582,2.136200717,1.0,1.0,347.02,385.55,53.7,2031.019209,2183.2
76.51,5.99,35.29,2.81,2992.272441,647.8777724,3640.150213,13829.82525,3912.489539,0.497974121,0.0,2.168036271,2.131672598,1.0,1.0,347.02,385.55,53.7,2030.829273,2202.6
76.44,6.01,35.15,2.8,2999.997617,643.0211843,3643.018801,13832.0275,3881.508409,0.496467818,0.0,2.174679943,2.146428571,1.0,1.0,347.02,385.55,90.7,2543.540885,2665.7
76.4,6.0,35.1,2.8,2993.30948,642.1415384,3635.451019,13824.73555,3870.473565,0.496073298,0.0,2.176638177,2.142857143,1.0,1.0,347.02,385.55,90.7,2540.219441,2631.0
76.44,6.01,35.19,2.81,2999.997617,646.1121973,3646.109814,13820.0973,3890.347594,0.497121926,0.0,2.172208014,2.138790036,1.0,1.0,347.02,385.55,141.0,3238.801451,3110.2
76.4,6.0,35.27,2.78,2993.30948,640.3495739,3633.659054,13788.94496,3908.056124,0.498036649,0.0,2.166146867,2.158273381,1.0,1.0,347.02,385.55,141.0,3229.866273,3031.8
76.65,5.95,35.26,2.79,2976.776849,642.5653392,3619.342188,13909.15015,3905.840359,0.496412264,0.0,2.17385139,2.132616487,1.0,1.0,428.6,385.55,53.7,2270.508987,2645.3
76.54,5.96,35.21,2.79,2977.847818,641.6888349,3619.536653,13868.15739,3894.770957,0.496472433,0.0,2.173814257,2.136200717,1.0,1.0,428.6,385.55,53.7,2268.428757,2600.7
76.51,5.99,35.1,2.8,2992.272441,642.1415384,3634.413979,13877.57745,3870.473565,0.495360084,0.0,2.17977208,2.139285714,1.0,1.0,428.6,385.55,90.7,2788.761913,2970.5
76.49,6.01,35.17,2.78,3001.885714,638.6028484,3640.488563,13856.04969,3885.926745,0.496143287,0.0,2.174864942,2.161870504,1.0,1.0,428.6,385.55,90.7,2789.565252,2910.9
76.61,5.94,35.15,2.8,2970.094367,643.0211843,3613.115552,13913.76703,3881.508409,0.49536614,0.0,2.179516358,2.121428571,1.0,1.0,428.6,385.55,141.0,3482.740415,3322.4
76.43,6.02,35.25,2.8,3004.80017,644.7804762,3649.580646,13803.34885,3903.625222,0.497841162,0.0,2.16822695,2.15,1.0,1.0,428.6,385.55,141.0,3482.724653,3303.7
90.15,5.15,13.92,3.08,3000.433042,299.1851781,3299.61822,24623.8739,608.7350988,0.188574598,0.0,6.476293103,1.672077922,1.0,1.0,346.9,348.2,37.5,2068.421773,2718.0
90.12,5.13,13.85,3.1,2987.491565,299.9592666,3287.450831,24612.21671,602.6281568,0.188082557,0.0,6.506859206,1.65483871,1.0,1.0,346.9,348.2,37.5,2063.764767,2724.0
90.1,5.15,26.48,3.32,2998.815121,587.0053307,3585.820452,22713.62064,2202.854609,0.330743618,0.0,3.402567976,1.551204819,1.0,1.0,346.9,342.1,37.5,2092.864263,2718.0
89.06,5.04,26.27,3.28,2900.087117,575.1929423,3475.280059,22174.87237,2168.053617,0.331798787,0.0,3.390178911,1.536585366,1.0,1.0,346.9,342.1,37.5,2034.37144,2482.0
90.24,5.11,46.77,4.03,2979.376203,1235.296537,4214.672739,17475.47859,6872.023129,0.562943262,0.0,1.92944195,1.267990074,1.0,1.0,346.9,345.8,37.5,2116.041594,2626.0
89.52,5.08,46.55,4.05,2938.4246,1236.083191,4174.507792,17132.58255,6807.524975,0.565236819,0.0,1.923093448,1.254320988,1.0,1.0,346.9,345.8,37.5,2089.248907,2462.0
89.36,5.09,13.76,3.09,2939.251781,297.147227,3236.399008,24194.30698,594.8216132,0.188563115,0.0,6.494186047,1.647249191,1.0,1.0,464.0,348.2,37.5,2374.566003,3182.0
89.33,5.12,13.69,3.06,2956.092917,292.6280459,3248.720963,24188.02159,588.7850429,0.187506997,0.0,6.525200877,1.673202614,1.0,1.0,464.0,348.2,37.5,2380.571009,3232.0
90.35,5.15,26.39,3.31,3006.904723,583.2614947,3590.166217,22874.03821,2187.905969,0.328721638,0.0,3.42364532,1.555891239,1.0,1.0,464.0,342.1,37.5,2452.513982,3286.0
89.94,5.11,26.26,3.29,2969.74408,576.8432209,3546.587301,22669.73604,2166.403338,0.328552368,0.0,3.42498096,1.553191489,1.0,1.0,464.0,342.1,37.5,2425.414421,3242.0
90.2,5.15,46.45,4.1,3002.050962,1249.411398,4251.46236,17532.40393,6778.308163,0.560421286,0.0,1.941872982,1.256097561,1.0,1.0,464.0,345.8,37.5,2482.463255,3082.0
90.26,5.09,46.38,4.07,2968.035053,1238.095696,4206.130749,17598.14993,6757.89378,0.558940838,0.0,1.946097456,1.250614251,1.0,1.0,464.0,345.8,37.5,2465.232379,3192.0
90.05,5.15,26.62,3.33,2997.197201,591.8072551,3589.004456,22657.16622,2226.209209,0.332593004,0.0,3.382794891,1.546546547,1.0,1.0,346.9,342.1,29.0,1899.242791,2460.0
89.89,5.11,26.24,3.31,2968.138726,580.1418932,3548.280619,22641.48841,2163.104666,0.328735121,0.0,3.425685976,1.543806647,1.0,1.0,346.9,342.1,29.0,1884.71703,2494.0
89.45,5.1,26.35,3.35,2948.070546,589.8889986,3537.959545,22365.66569,2181.278465,0.332029067,0.0,3.394686907,1.52238806,1.0,1.0,346.9,342.1,37.5,2063.199162,2623.0
89.98,5.07,26.5,3.35,2947.134666,593.0462992,3540.180965,22636.36228,2206.183441,0.331740387,0.0,3.395471698,1.513432836,1.0,1.0,346.9,342.1,37.5,2074.10574,2588.0
89.83,5.12,26.14,3.31,2972.177872,578.0621589,3550.24003,22626.14739,2146.649004,0.327841478,0.0,3.436495792,1.546827795,1.0,1.0,346.9,342.1,51.0,2382.737085,2950.0
89.22,5.08,26.12,3.33,2928.849026,581.3457515,3510.194777,22283.02107,2143.365411,0.330082941,0.0,3.415773354,1.525525526,1.0,1.0,346.9,342.1,51.0,2351.330183,3026.0
90.89,4.26,26.34,3.36,2489.807682,591.5443038,3081.351986,23181.50463,2179.62316,0.326768621,0.0,3.450645406,1.267857143,1.0,1.0,336.8,342.1,37.5,1910.240957,2376.0
90.84,4.21,26.35,3.3,2458.600672,580.5663224,3039.166994,23162.28122,2181.278465,0.326398063,0.0,3.44743833,1.275757576,1.0,1.0,336.8,342.1,37.5,1895.253991,2406.0
89.73,5.12,26.43,3.32,2968.960881,585.9623219,3554.923203,22513.94227,2194.543526,0.331550206,0.0,3.395005675,1.542168675,1.0,1.0,346.9,342.1,37.5,2074.663075,2611.0
89.32,5.08,26.44,3.31,2932.040884,584.3013619,3516.342246,22283.31638,2196.204486,0.3330721,0.0,3.378214826,1.534743202,1.0,1.0,346.9,342.1,37.5,2052.638843,2579.0
87.78,6.77,26.51,3.34,3877.900604,591.3809409,4469.281545,21407.77335,2207.848799,0.340054682,0.0,3.31120332,2.026946108,1.0,1.0,327.3,342.1,37.5,2274.339788,2894.0
87.57,6.73,26.57,3.33,3845.262598,590.7611047,4436.023703,21282.70341,2217.854144,0.341441133,0.0,3.295822356,2.021021021,1.0,1.0,327.3,342.1,37.5,2258.7552,2928.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,632.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,686.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,418.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,424.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,534.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,553.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,354.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,381.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,415.0
55.12,1.88,21.48,2.52,662.2024924,360.0566774,1022.25917,7735.274671,1449.500691,0.435413643,0.0,2.566108007,0.746031746,1.0,1.0,322.0,276.0,47.0101878,676.2415605,490.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,306.0
55.12,1.88,35.99,2.01,662.2024924,467.2173453,1129.419838,5008.372247,4069.242447,0.689404935,0.0,1.531536538,0.935323383,1.0,1.0,322.0,275.0,47.0101878,577.1584925,274.0
144.0,6.0,63.5,4.0,5541.769441,1646.19455,7187.963991,50830.18374,12667.68698,0.46875,0.0,2.267716535,1.5,1.0,1.0,763.0,748.0,102.56,10672.86725,10897.0
144.0,6.0,46.0,4.0,5541.769441,1206.371579,6748.14102,57290.08363,6647.610055,0.347222222,0.0,3.130434783,1.5,1.0,1.0,763.0,748.0,102.83,11021.87532,12015.0
119.0,6.0,46.0,4.0,4599.291645,1206.371579,5805.663224,36634.11193,6647.610055,0.420168067,0.0,2.586956522,1.5,1.0,1.0,763.0,748.0,102.83,8178.711196,8748.0
144.0,6.0,63.5,4.0,5541.769441,1646.19455,7187.963991,50830.18374,12667.68698,0.46875,0.0,2.267716535,1.5,1.0,1.0,763.0,748.0,102.83,10686.5914,11179.0
144.0,6.0,46.0,4.0,5541.769441,1206.371579,6748.14102,57290.08363,6647.610055,0.347222222,0.0,3.130434783,1.5,1.0,1.0,763.0,748.0,102.56,11006.407,11867.0
119.0,6.0,46.0,4.0,4599.291645,1206.371579,5805.663224,36634.11193,6647.610055,0.420168067,0.0,2.586956522,1.5,1.0,1.0,763.0,748.0,102.56,8168.819986,8628.0
265.24,3.76,203.37,5.63,6310.650367,7293.656907,13604.30727,83790.22694,129934.2518,0.787965616,0.0,1.304223828,0.667850799,1.0,1.0,253.8,296.3,45.98049645,7615.469837,8949.7
265.24,3.76,218.87,5.63,6310.650367,7841.959073,14152.60944,62681.0805,150495.0961,0.846403257,0.0,1.211860922,0.667850799,1.0,1.0,253.8,296.3,45.98049645,6807.322736,7924.7
265.24,3.76,232.87,5.63,6310.650367,8337.199739,14647.85011,42317.27692,170363.659,0.899185643,0.0,1.139004595,0.667850799,1.0,1.0,253.8,296.3,45.98049645,6017.724747,6036.7
265.24,3.76,203.37,5.63,6310.650367,7293.656907,13604.30727,83790.22694,129934.2518,0.787965616,0.0,1.304223828,0.667850799,1.0,1.0,253.8,296.3,24.44000797,5810.587419,7896.6
265.24,3.76,218.87,5.63,6310.650367,7841.959073,14152.60944,62681.0805,150495.0961,0.846403257,0.0,1.211860922,0.667850799,1.0,1.0,253.8,296.3,24.44000797,5457.141644,6735.2
265.24,3.76,232.87,5.63,6310.650367,8337.199739,14647.85011,42317.27692,170363.659,0.899185643,0.0,1.139004595,0.667850799,1.0,1.0,253.8,296.3,24.44000797,5106.189931,5966.8
263.37,5.63,204.37,5.63,9416.116904,7329.03124,16745.14814,79368.43308,131215.2048,0.79735733,0.0,1.288692078,1.0,1.0,1.0,296.3,296.3,24.44000797,6901.352532,8864.0
263.37,5.63,218.37,5.63,9416.116904,7824.271906,17240.38881,60280.11612,149808.2811,0.850514485,0.0,1.206072263,1.0,1.0,1.0,296.3,296.3,24.44000797,6581.573723,8068.0
263.37,5.63,230.87,5.63,9416.116904,8266.451072,17682.56798,42196.3234,167449.8946,0.897976231,0.0,1.140771863,1.0,1.0,1.0,296.3,296.3,24.44000797,6270.623372,6774.0
79.72,2.78,41.82,2.68,1416.769066,726.7685047,2143.53757,13744.55708,5494.370348,0.558203713,0.0,1.906264945,1.037313433,1.0,1.0,200.0,193.3,109.4235611,1927.816547,2040.0
79.72,2.78,54.24,2.76,1416.769066,964.5393163,2381.308382,9758.661401,9242.495215,0.715002509,0.0,1.469764012,1.007246377,1.0,1.0,200.0,193.3,100.5096535,1450.638939,1900.0
79.72,2.78,67.0,3.0,1416.769066,1291.194581,2707.963646,4571.89193,14102.60942,0.878073256,0.0,1.189850746,0.926666667,1.0,1.0,200.0,208.3,103.1145472,1023.73821,1320.0
107.05,2.45,54.24,2.76,1666.764128,964.5393163,2631.303445,25794.68265,9242.495215,0.532461467,0.0,1.973635693,0.887681159,1.0,1.0,225.0,193.3,97.01499276,3063.93833,3414.0
107.05,2.45,67.0,3.0,1666.764128,1291.194581,2957.958709,20607.91318,14102.60942,0.653900047,0.0,1.597761194,0.816666667,1.0,1.0,225.0,208.3,103.2943893,2772.659568,2852.0
107.05,2.45,79.72,2.78,1666.764128,1416.769066,3083.533194,14619.25219,19965.69593,0.770667912,0.0,1.342824887,0.881294964,1.0,1.0,225.0,200.0,93.97652135,2032.242207,2150.0
133.83,2.67,67.0,3.0,2267.542201,1291.194581,3558.736782,40873.59352,14102.60942,0.523051633,0.0,1.997462687,0.89,1.0,1.0,235.0,208.3,82.16826185,4160.340383,4845.0
133.83,2.67,79.72,2.78,2267.542201,1416.769066,3684.311267,34884.93252,19965.69593,0.61645371,0.0,1.678750627,0.960431655,1.0,1.0,235.0,200.0,82.16826185,3682.6605,4150.0
78.9,3.7,18.15,3.2,1877.25869,397.0973114,2274.356002,18125.06539,1034.911306,0.270595691,0.0,4.347107438,1.15625,1.0,1.0,357.7,409.8,53.7,1807.541923,1898.0
78.9,3.7,18.15,3.2,1877.25869,397.0973114,2274.356002,18125.06539,1034.911306,0.270595691,0.0,4.347107438,1.15625,1.0,1.0,357.7,409.8,90.7,2478.169342,2512.0
78.9,3.7,18.15,3.2,1877.25869,397.0973114,2274.356002,18125.06539,1034.911306,0.270595691,0.0,4.347107438,1.15625,1.0,1.0,357.7,409.8,141.0,3389.860131,3412.0
78.9,3.7,35.35,2.8,1877.25869,646.5397681,2523.798458,14984.72937,3925.804866,0.483523447,0.0,2.231966054,1.321428571,1.0,1.0,357.7,385.6,53.7,1725.481135,1839.0
78.9,3.7,35.35,2.8,1877.25869,646.5397681,2523.798458,14984.72937,3925.804866,0.483523447,0.0,2.231966054,1.321428571,1.0,1.0,357.7,385.6,90.7,2279.916122,2400.0
78.9,3.7,35.35,2.8,1877.25869,646.5397681,2523.798458,14984.72937,3925.804866,0.483523447,0.0,2.231966054,1.321428571,1.0,1.0,357.7,385.6,141.0,3033.648009,2885.0
76.6,6.0,35.35,2.8,3000.849303,646.5397681,3647.389071,13861.13876,3925.804866,0.498041775,0.0,2.166902405,2.142857143,1.0,1.0,347.0,385.6,53.7,2034.943594,2045.0
76.6,6.0,35.35,2.8,3000.849303,646.5397681,3647.389071,13861.13876,3925.804866,0.498041775,0.0,2.166902405,2.142857143,1.0,1.0,347.0,385.6,90.7,2547.805728,2920.0
76.6,6.0,35.35,2.8,3000.849303,646.5397681,3647.389071,13861.13876,3925.804866,0.498041775,0.0,2.166902405,2.142857143,1.0,1.0,347.0,385.6,141.0,3245.021007,3389.0
