"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,e,γ,"R e,out/R e,in",t out/t in,φ r,"fy,out","fy,in","fc,ref",L,e/L,N0/kN,Nexp/kN
36.37,1.03,30.0,1.0,238.71,191.64,430.35,1136.56,2827.43,0.8524,0.0,0.0,1.212,1.03,1.0,486.0,470.0,52.74,230.0,0.0,266.03,283.0
36.38,0.97,30.06,0.94,224.68,180.32,405.0,1138.84,2838.75,0.8521,0.0,0.0,1.21,1.032,1.0,486.0,470.0,52.74,230.0,0.0,254.01,285.0
36.41,1.29,30.12,1.23,300.34,237.53,537.87,1077.14,2850.1,0.861,0.0,0.0,1.209,1.049,1.0,486.0,470.0,52.74,230.0,0.0,314.42,348.0
36.41,1.19,30.0,1.2,276.69,230.72,507.4,1106.62,2827.43,0.8569,0.0,0.0,1.214,0.992,1.0,486.0,470.0,52.74,230.0,0.0,301.28,348.0
36.37,1.78,30.0,1.0,416.72,191.64,608.36,1136.56,2827.43,0.8524,0.0,0.0,1.212,1.78,1.0,486.0,470.0,52.74,230.0,0.0,352.54,395.0
36.41,1.74,30.06,0.94,407.57,180.32,587.89,1145.7,2838.75,0.8514,0.0,0.0,1.211,1.851,1.0,512.0,470.0,52.74,230.0,0.0,353.86,395.0
39.6,0.9,30.0,1.0,226.48,191.64,418.11,1907.45,2827.43,0.7828,0.0,0.0,1.32,0.9,1.0,524.0,470.0,52.74,230.0,0.0,309.35,330.0
39.63,0.87,30.06,0.94,219.01,180.32,399.33,1914.92,2838.75,0.7822,0.0,0.0,1.318,0.926,1.0,524.0,470.0,52.74,230.0,0.0,300.51,335.0
39.64,1.11,30.21,1.14,280.33,220.47,500.81,1848.85,2867.16,0.7909,0.0,0.0,1.312,0.974,1.0,524.0,470.0,52.74,230.0,0.0,348.03,386.0
39.61,1.14,29.97,1.13,287.8,216.8,504.6,1890.43,2821.78,0.7852,0.0,0.0,1.322,1.009,1.0,524.0,470.0,52.74,230.0,0.0,352.41,395.0
42.71,0.99,30.03,0.87,268.75,166.53,435.28,2731.09,2833.09,0.7235,0.0,0.0,1.422,1.138,1.0,428.0,452.0,52.74,230.0,0.0,334.35,378.0
42.71,0.94,29.92,0.88,255.03,167.87,422.9,2750.48,2812.37,0.7211,0.0,0.0,1.427,1.068,1.0,428.0,452.0,52.74,230.0,0.0,330.1,385.0
42.69,1.26,29.81,0.89,342.96,169.19,512.14,2764.43,2791.73,0.7191,0.0,0.0,1.432,1.416,1.0,428.0,452.0,52.74,230.0,0.0,369.07,432.0
42.78,1.17,29.75,0.85,318.79,161.16,479.95,2807.86,2780.51,0.7153,0.0,0.0,1.438,1.376,1.0,444.0,452.0,52.74,230.0,0.0,362.49,408.0
49.26,0.59,39.6,0.55,183.7,137.8,321.5,2558.91,4926.52,0.8151,0.0,0.0,1.244,1.073,1.0,409.0,474.0,52.74,230.0,0.0,275.42,283.0
49.26,0.69,42.79,0.61,215.06,165.17,380.23,1705.85,5752.21,0.881,0.0,0.0,1.151,1.131,1.0,409.0,444.0,52.74,230.0,0.0,251.27,299.0
49.24,0.71,39.58,0.67,221.25,168.03,389.28,2527.46,4921.54,0.8174,0.0,0.0,1.244,1.06,1.0,409.0,474.0,52.74,230.0,0.0,303.45,357.0
49.25,0.7,36.38,0.62,218.15,142.93,361.08,3319.29,4157.91,0.7513,0.0,0.0,1.354,1.129,1.0,409.0,512.0,52.74,230.0,0.0,337.48,380.0
49.24,0.66,30.15,0.55,205.56,105.14,310.7,4656.12,2855.78,0.6235,0.0,0.0,1.633,1.2,1.0,409.0,432.0,52.74,230.0,0.0,375.08,443.0
49.24,1.61,30.19,0.56,506.25,107.21,613.46,4646.46,2863.36,0.6245,0.0,0.0,1.631,2.875,1.0,409.0,432.0,52.74,230.0,0.0,498.45,644.0
42.85,1.55,30.59,1.16,424.86,227.18,652.04,2601.43,2939.74,0.741,0.0,0.0,1.401,1.336,1.0,286.0,216.0,52.74,230.0,0.0,307.79,357.0
49.14,1.56,30.55,1.15,489.3,224.9,714.2,4429.17,2932.06,0.6451,0.0,0.0,1.609,1.357,1.0,255.0,216.0,52.74,230.0,0.0,406.97,477.0
49.1,1.65,36.86,1.19,517.59,280.05,797.64,3025.38,4268.36,0.7749,0.0,0.0,1.332,1.387,1.0,255.0,235.0,52.74,230.0,0.0,357.37,417.0
55.51,1.64,30.63,1.12,580.45,219.49,799.94,6513.46,2947.43,0.572,0.0,0.0,1.812,1.464,1.0,262.0,216.0,52.74,230.0,0.0,543.04,598.0
55.51,1.64,36.91,1.14,580.45,268.46,848.91,5131.97,4279.94,0.6855,0.0,0.0,1.504,1.439,1.0,262.0,235.0,52.74,230.0,0.0,485.85,551.0
55.51,1.64,42.89,1.56,580.45,428.04,1008.49,3473.21,5779.12,0.8008,0.0,0.0,1.294,1.051,1.0,262.0,286.0,52.74,230.0,0.0,457.69,524.0
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.66,0.0,0.0,1.521,1.308,1.0,439.3,396.5,42.0,1050.0,0.0,4760.83,5448.0
148.0,2.0,88.0,2.0,1872.39,1118.41,2990.8,43366.54,24328.49,0.6,0.0,0.0,1.682,1.0,1.0,290.0,290.0,22.4,900.0,0.0,1838.74,2141.0
146.0,4.0,88.0,2.0,3719.65,1118.41,4838.05,41519.29,24328.49,0.6,0.0,0.0,1.659,2.0,1.0,290.0,290.0,22.4,900.0,0.0,2333.07,2693.0
51.35,5.9,21.4,2.8,2012.94,401.12,2414.06,6443.98,1438.72,0.47,0.0,0.0,2.4,2.107,1.0,454.0,425.0,52.28,400.0,0.0,1421.25,1415.0
52.6,4.7,21.4,2.8,1622.73,401.12,2023.85,6852.19,1438.72,0.46,0.0,0.0,2.458,1.679,1.0,416.0,425.0,52.28,400.0,0.0,1203.77,1380.0
79.05,3.5,47.8,3.1,1776.88,961.23,2738.12,11492.24,7178.04,0.64,0.0,0.0,1.654,1.129,1.0,433.0,410.0,52.28,400.0,0.0,1764.32,1705.0
53.7,3.5,21.4,2.8,1219.41,401.12,1620.53,7219.54,1438.72,0.4507,0.0,0.0,2.509,1.25,1.0,453.0,425.0,52.28,400.0,0.0,1100.31,1191.0
54.1,3.0,21.4,2.8,1048.04,401.12,1449.15,7355.0,1438.72,0.4473,0.0,0.0,2.528,1.071,1.0,430.0,425.0,52.28,400.0,0.0,1005.66,1100.0
79.75,2.9,47.8,3.1,1479.56,961.23,2440.8,11841.46,7178.04,0.6382,0.0,0.0,1.668,0.935,1.0,395.0,410.0,52.28,400.0,0.0,1597.62,1591.0
87.0,3.0,21.0,3.0,1668.19,424.12,2092.3,21969.16,1385.44,0.28,0.0,0.0,4.143,1.0,1.0,275.9,396.1,39.66,540.0,0.0,1499.54,1790.0
87.0,3.0,21.0,3.0,1668.19,424.12,2092.3,21969.16,1385.44,0.28,0.0,0.0,4.143,1.0,1.0,275.9,396.1,39.66,540.0,0.0,1499.54,1791.0
87.0,3.0,41.0,3.0,1668.19,801.11,2469.29,17696.59,5281.02,0.51,0.0,0.0,2.122,1.0,1.0,275.9,370.2,39.66,540.0,0.0,1458.67,1648.0
87.0,3.0,41.0,3.0,1668.19,801.11,2469.29,17696.59,5281.02,0.51,0.0,0.0,2.122,1.0,1.0,275.9,370.2,39.66,540.0,0.0,1458.67,1650.0
87.0,3.0,67.0,3.0,1668.19,1291.19,2959.38,8384.91,14102.61,0.8,0.0,0.0,1.299,1.0,1.0,275.9,342.0,39.66,540.0,0.0,1234.38,1435.0
87.0,3.0,67.0,3.0,1668.19,1291.19,2959.38,8384.91,14102.61,0.8,0.0,0.0,1.299,1.0,1.0,275.9,342.0,39.66,540.0,0.0,1234.38,1358.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,0.0,0.0,2.077,1.0,1.0,294.5,374.5,39.66,342.0,0.0,760.75,904.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,0.0,0.0,2.077,1.0,1.0,294.5,374.5,39.66,342.0,0.0,760.75,898.0
117.0,3.0,54.0,3.0,2233.67,1046.15,3279.82,32798.23,9160.88,0.49,0.0,0.0,2.167,1.0,1.0,275.9,294.5,39.66,720.0,0.0,2225.13,2421.0
117.0,3.0,54.0,3.0,2233.67,1046.15,3279.82,32798.23,9160.88,0.49,0.0,0.0,2.167,1.0,1.0,275.9,294.5,39.66,720.0,0.0,2225.13,2460.0
147.0,3.0,79.5,3.0,2799.16,1526.81,4325.97,46504.21,19855.65,0.56,0.0,0.0,1.849,1.0,1.0,275.9,320.5,39.66,900.0,0.0,3105.98,3331.0
147.0,3.0,79.5,3.0,2799.16,1526.81,4325.97,46504.21,19855.65,0.56,0.0,0.0,1.849,1.0,1.0,275.9,320.5,39.66,900.0,0.0,3105.98,3266.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,4.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.004509583,754.14,664.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,4.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.004509583,754.14,638.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,14.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.01578354,754.14,536.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,14.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.01578354,754.14,549.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,45.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.050732807,754.14,312.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,45.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,887.0,0.050732807,754.14,312.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,0.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,1770.0,0.0,754.14,620.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,0.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,1770.0,0.0,754.14,595.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,15.5,0.0,2.077,1.0,1.0,294.5,374.5,38.64,1770.0,0.008757062,754.14,400.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,15.5,0.0,2.077,1.0,1.0,294.5,374.5,38.64,1770.0,0.008757062,754.14,394.0
54.0,3.0,26.0,3.0,1046.15,518.36,1564.51,6518.8,2123.72,0.54,45.0,0.0,2.077,1.0,1.0,294.5,374.5,38.64,1770.0,0.025423729,754.14,228.0
57.0,3.0,13.0,3.0,1102.7,273.32,1376.02,9402.79,530.93,0.28,0.0,0.0,4.385,1.0,1.0,275.9,422.3,39.11,360.0,0.0,787.36,1054.0
57.0,3.0,26.0,3.0,1102.7,518.36,1621.06,7564.96,2123.72,0.51,0.0,0.0,2.192,1.0,1.0,275.9,374.5,39.11,360.0,0.0,794.2,990.0
57.0,3.0,41.0,3.0,1102.7,801.11,1903.81,4124.91,5281.02,0.77,0.0,0.0,1.39,1.0,1.0,275.9,370.2,39.11,360.0,0.0,762.11,870.0
87.0,3.0,41.0,3.0,1668.19,801.11,2469.29,17696.59,5281.02,0.51,0.0,0.0,2.122,1.0,1.0,275.9,370.2,39.11,360.0,0.0,1448.86,1725.0
78.1,0.9,18.1,0.9,444.19,104.9,549.09,18028.38,1029.22,0.24,0.0,0.0,4.315,1.0,1.0,221.0,221.0,18.7,474.0,0.0,121.35,635.0
78.6,0.9,37.1,0.9,447.02,212.34,659.36,14872.17,4324.12,0.48,0.0,0.0,2.119,1.0,1.0,221.0,221.0,18.7,477.0,0.0,145.72,540.0
78.6,0.9,56.1,0.9,447.02,319.78,766.8,9201.6,9887.25,0.72,0.0,0.0,1.401,1.0,1.0,221.0,221.0,18.7,477.0,0.0,169.46,378.0
77.5,1.5,18.0,1.5,737.49,176.71,914.2,17674.6,1017.88,0.25,0.0,0.0,4.306,1.0,1.0,308.0,308.0,18.7,474.0,0.0,281.57,852.0
77.5,1.5,37.0,1.5,737.49,355.79,1093.27,14212.57,4300.84,0.49,0.0,0.0,2.095,1.0,1.0,308.0,308.0,18.7,474.0,0.0,336.73,728.0
77.5,1.5,55.5,1.5,737.49,530.14,1267.63,8662.16,9676.89,0.72,0.0,0.0,1.396,1.0,1.0,308.0,308.0,18.7,474.0,0.0,390.43,589.0
76.86,2.14,17.86,2.14,1047.85,254.53,1302.38,17302.19,1002.1,0.25,0.0,0.0,4.303,1.0,1.0,286.0,286.0,18.7,474.0,0.0,372.48,968.0
76.86,2.14,36.36,2.14,1047.85,503.28,1551.13,13902.21,4153.34,0.49,0.0,0.0,2.114,1.0,1.0,286.0,286.0,18.7,474.0,0.0,443.62,879.0
76.36,2.14,55.36,2.14,1041.13,758.76,1799.88,7931.26,9628.13,0.73,0.0,0.0,1.379,1.0,1.0,286.0,286.0,18.7,471.0,0.0,514.77,704.0
117.0,3.0,57.0,3.0,2233.67,1102.7,3336.37,31695.53,10207.03,0.5128,0.0,0.0,2.053,1.0,1.0,280.0,280.0,29.0,720.0,0.0,1853.35,1990.0
117.0,3.0,57.0,3.0,2233.67,1102.7,3336.37,31695.53,10207.03,0.5128,0.0,0.0,2.053,1.0,1.0,280.0,280.0,29.0,720.0,0.0,1853.35,1990.0
117.0,3.0,37.0,3.0,2233.67,725.71,2959.38,37978.71,4300.84,0.3419,0.0,0.0,3.162,1.0,1.0,280.0,280.0,29.0,720.0,0.0,1930.01,2207.0
117.0,3.0,37.0,3.0,2233.67,725.71,2959.38,37978.71,4300.84,0.3419,0.0,0.0,3.162,1.0,1.0,280.0,280.0,29.0,720.0,0.0,1930.01,2207.0
116.0,4.0,56.0,4.0,2965.66,1457.7,4423.36,30963.54,9852.03,0.5172,0.0,0.0,2.071,1.0,1.0,280.0,280.0,29.0,720.0,0.0,2136.48,2517.0
116.0,4.0,56.0,4.0,2965.66,1457.7,4423.36,30963.54,9852.03,0.5172,0.0,0.0,2.071,1.0,1.0,280.0,280.0,29.0,720.0,0.0,2136.48,2517.0
116.0,4.0,36.0,4.0,2965.66,955.04,3920.71,37246.72,4071.5,0.3448,0.0,0.0,3.222,1.0,1.0,280.0,280.0,29.0,720.0,0.0,2177.95,2735.0
116.0,4.0,36.0,4.0,2965.66,955.04,3920.71,37246.72,4071.5,0.3448,0.0,0.0,3.222,1.0,1.0,280.0,280.0,29.0,720.0,0.0,2177.95,2735.0
106.38,3.62,75.78,3.72,2460.8,1814.71,4275.51,15696.82,18040.94,0.7473,0.0,0.0,1.404,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2284.45,2537.0
106.38,3.62,75.78,3.72,2460.8,1814.71,4275.51,15696.82,18040.94,0.7473,0.0,0.0,1.404,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2284.45,2566.0
106.38,3.62,49.28,3.72,2460.8,1195.32,3656.11,26727.74,7629.42,0.4982,0.0,0.0,2.159,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2616.04,3436.0
106.38,3.62,49.28,3.72,2460.8,1195.32,3656.11,26727.74,7629.42,0.4982,0.0,0.0,2.159,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2616.04,3506.0
106.38,3.62,75.78,3.72,2460.8,1814.71,4275.51,15696.82,18040.94,0.7473,0.0,0.0,1.404,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2284.45,1552.0
106.38,3.62,75.78,3.72,2460.8,1814.71,4275.51,15696.82,18040.94,0.7473,0.0,0.0,1.404,0.973,1.0,319.6,380.6,51.43,660.0,0.0,2284.45,1561.0
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.6747,0.0,0.0,1.521,1.308,1.0,439.3,396.5,36.9,1050.0,0.0,4504.95,5499.0
171.18,3.82,112.58,2.92,4154.47,2092.28,6246.75,50147.18,39817.35,0.6747,0.0,0.0,1.521,1.308,1.0,439.3,396.5,36.9,1050.0,0.0,4504.95,5396.0
58.04,1.96,28.04,1.96,726.83,357.38,1084.22,7755.47,2470.05,0.5169,0.0,0.0,2.07,1.0,1.0,311.0,380.0,25.9,1324.0,0.0,562.69,578.0
58.04,1.96,28.04,1.96,726.83,357.38,1084.22,7755.47,2470.05,0.5169,0.0,0.0,2.07,1.0,1.0,311.0,380.0,49.08,1324.0,0.0,742.45,715.0
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,998.0,0.0,908.18,1059.2
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,1001.0,0.0,908.18,1056.1
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,1500.0,0.0,908.18,905.5
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,1503.0,0.0,908.18,901.6
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,2000.0,0.0,908.18,831.7
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,1998.0,0.0,908.18,837.4
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,2502.0,0.0,908.18,732.1
66.6,3.0,36.1,2.0,1283.65,466.21,1749.87,9374.36,4094.15,0.5721,0.0,0.0,1.845,1.5,1.0,418.0,324.0,23.53,2498.0,0.0,908.18,729.0
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,1003.0,0.0,1212.83,1263.5
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,1002.0,0.0,1212.83,1254.9
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,1497.0,0.0,1212.83,1195.6
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,1503.0,0.0,1212.83,1191.2
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,1997.0,0.0,1212.83,1047.3
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,2000.0,0.0,1212.83,1041.6
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,2498.0,0.0,1212.83,941.4
73.2,3.0,36.1,2.0,1408.06,466.21,1874.27,12273.04,4094.15,0.5205,0.0,0.0,2.028,1.5,1.0,549.0,324.0,23.53,2500.0,0.0,1212.83,949.0
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,998.0,0.0,1299.82,1512.3
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,999.0,0.0,1299.82,1510.6
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,1504.0,0.0,1299.82,1286.4
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,1498.0,0.0,1299.82,1275.1
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,2003.0,0.0,1299.82,1187.2
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,1998.0,0.0,1299.82,1199.8
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,2498.0,0.0,1299.82,1028.0
79.55,3.0,36.1,2.0,1527.76,466.21,1993.97,15320.27,4094.15,0.4789,0.0,0.0,2.204,1.5,1.0,516.0,324.0,23.53,2502.0,0.0,1299.82,1036.5
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,1003.0,0.0,1505.58,2010.0
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,1000.0,0.0,1505.58,2030.0
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,1502.0,0.0,1505.58,1730.0
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,1500.0,0.0,1505.58,1720.0
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,1998.0,0.0,1505.58,1581.6
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,2003.0,0.0,1505.58,1584.1
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,2503.0,0.0,1505.58,1451.4
93.35,3.5,36.1,2.0,2091.36,466.21,2557.57,22816.17,4094.15,0.4081,0.0,0.0,2.586,1.75,1.0,391.0,324.0,23.53,2497.0,0.0,1505.58,1458.7
54.38,2.87,21.22,2.73,1006.5,387.4,1393.9,7488.24,1414.62,0.4404,0.0,0.0,2.563,1.051,1.0,270.3,306.8,32.9,400.0,0.0,637.27,909.0
80.72,3.18,47.8,2.8,1644.6,865.57,2510.17,12426.12,7178.04,0.6269,0.0,0.0,1.689,1.136,1.0,280.1,324.1,32.9,400.0,0.0,1150.0,1409.0
54.26,2.79,22.38,3.07,975.64,461.31,1436.94,7214.5,1573.51,0.469,0.0,0.0,2.424,0.909,1.0,280.7,228.2,39.4,400.0,0.0,663.38,852.0
80.98,3.22,48.16,2.79,1670.95,868.7,2539.65,12446.54,7286.56,0.6292,0.0,0.0,1.681,1.154,1.0,281.1,225.7,39.4,400.0,0.0,1156.16,1314.0
67.5,2.5,55.0,2.0,1079.92,703.72,1783.64,4106.85,9503.32,0.8444,0.0,0.0,1.227,1.25,1.0,307.0,321.0,32.47,420.0,0.0,690.78,755.0
67.5,2.5,55.0,2.0,1079.92,703.72,1783.64,4106.85,9503.32,0.8444,0.0,0.0,1.227,1.25,1.0,307.0,321.0,32.47,420.0,0.0,690.78,701.0
67.5,2.5,36.4,1.6,1079.92,373.98,1453.9,9777.42,4162.48,0.563,0.0,0.0,1.854,1.563,1.0,307.0,429.0,32.47,420.0,0.0,809.46,942.0
67.5,2.5,36.4,1.6,1079.92,373.98,1453.9,9777.42,4162.48,0.563,0.0,0.0,1.854,1.563,1.0,307.0,429.0,32.47,420.0,0.0,809.46,928.0
217.0,8.0,192.0,8.0,11108.67,9852.03,20960.71,22270.75,115811.67,0.9217,0.0,0.0,1.13,1.0,1.0,365.0,363.0,35.36,700.0,0.0,8418.41,8906.0
217.0,8.0,192.0,8.0,11108.67,9852.03,20960.71,22270.75,115811.67,0.9217,0.0,0.0,1.13,1.0,1.0,365.0,363.0,35.36,700.0,0.0,8418.41,8774.0
49.2,1.7,23.27,1.53,534.6,231.06,765.66,5672.46,1701.15,0.5041,0.0,0.0,2.114,1.111,1.0,353.3,376.5,36.42,300.0,0.0,482.45,583.0
49.2,1.7,22.38,3.07,534.6,461.31,995.91,5569.85,1573.51,0.5173,0.0,0.0,2.198,0.554,1.0,353.3,228.9,36.42,300.0,0.0,497.32,634.0
48.16,2.79,23.27,1.53,868.7,231.06,1099.76,5354.36,1701.15,0.515,0.0,0.0,2.07,1.824,1.0,226.0,376.5,36.42,300.0,0.0,478.32,593.0
48.16,2.79,22.38,3.07,868.7,461.31,1330.01,5251.75,1573.51,0.5284,0.0,0.0,2.152,0.909,1.0,226.0,228.9,36.42,300.0,0.0,493.18,681.0
54.26,2.79,23.27,1.53,975.64,231.06,1206.69,7317.11,1701.15,0.4571,0.0,0.0,2.332,1.824,1.0,281.2,376.5,36.42,350.0,0.0,627.82,804.0
54.26,2.79,22.38,3.07,975.64,461.31,1436.94,7214.5,1573.51,0.469,0.0,0.0,2.424,0.909,1.0,281.2,228.9,36.42,350.0,0.0,642.69,891.0
74.7,1.6,23.27,1.53,759.01,231.06,990.06,15598.16,1701.15,0.332,0.0,0.0,3.21,1.046,1.0,314.5,376.5,36.42,450.0,0.0,893.77,1055.0
74.7,1.6,36.44,1.66,759.01,388.73,1147.74,12970.0,4171.64,0.51,0.0,0.0,2.05,0.964,1.0,314.5,398.9,36.42,450.0,0.0,866.13,997.0
74.7,1.6,49.2,1.7,759.01,534.6,1293.61,9391.1,7604.66,0.6814,0.0,0.0,1.518,0.941,1.0,314.5,353.3,36.42,450.0,0.0,769.6,825.0
74.7,1.6,48.16,2.79,759.01,868.7,1627.71,9375.1,7286.56,0.6821,0.0,0.0,1.551,0.573,1.0,314.5,226.0,36.42,450.0,0.0,776.47,882.0
80.98,3.22,23.27,1.53,1670.95,231.06,1902.0,18669.61,1701.15,0.3062,0.0,0.0,3.48,2.105,1.0,281.5,376.5,36.42,450.0,0.0,1237.3,1569.0
80.98,3.22,36.44,1.66,1670.95,388.73,2059.68,16041.44,4171.64,0.4705,0.0,0.0,2.222,1.94,1.0,281.5,398.9,36.42,450.0,0.0,1209.65,1470.0
80.98,3.22,41.38,3.22,1670.95,869.77,2540.72,14352.68,5379.36,0.5508,0.0,0.0,1.957,1.0,1.0,281.5,259.2,36.42,450.0,0.0,1218.53,1464.0
80.98,3.22,49.2,1.7,1670.95,534.6,2205.55,12462.54,7604.66,0.6286,0.0,0.0,1.646,1.894,1.0,281.5,353.3,36.42,405.0,0.0,1113.12,1332.0
80.98,3.22,48.16,2.79,1670.95,868.7,2539.65,12446.54,7286.56,0.6292,0.0,0.0,1.681,1.154,1.0,281.5,226.0,36.42,450.0,0.0,1119.99,1354.0
80.98,3.22,54.26,2.79,1670.95,975.64,2646.59,10376.86,9249.31,0.7045,0.0,0.0,1.492,1.154,1.0,281.5,281.2,36.42,450.0,0.0,1122.64,1319.0
99.36,1.99,22.38,3.07,1254.79,461.31,1716.1,28980.27,1573.51,0.2561,0.0,0.0,4.44,0.648,1.0,304.0,228.9,36.42,400.0,0.0,1542.49,1653.0
