"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,e,γ,"R e,out/R e,in",t out/t in,φ r,"fy,out","fy,in","fc,ref",L,e/L,N0/kN,Nexp/kN
115.095,9.027033337,6.25,4.0,6784.0,207.35,6991.35,41285.94,122.72,0.1005,0.0,0.0,18.415,2.0,1.05,350.0,350.0,40.0,660.0,0.0,4098.41,4131.0
115.095,9.027033337,16.0,4.0,6784.0,452.39,7236.39,40359.36,804.25,0.1961,0.0,0.0,7.193,2.0,1.05,350.0,350.0,40.0,660.0,0.0,4147.11,4160.0
115.095,9.027033337,26.0,4.0,6784.0,703.72,7487.72,38788.57,2123.72,0.2941,0.0,0.0,4.427,2.0,1.05,350.0,350.0,40.0,660.0,0.0,4172.24,4168.0
115.095,9.027033337,47.0,4.0,6784.0,1231.5,8015.5,33444.72,6939.78,0.5,0.0,0.0,2.449,2.0,1.05,350.0,350.0,40.0,660.0,0.0,4143.22,4035.0
115.095,9.027033337,67.5,4.0,6784.0,1746.73,8530.73,25555.39,14313.88,0.701,0.0,0.0,1.705,2.0,1.05,350.0,350.0,40.0,660.0,0.0,4007.97,3780.0
115.095,9.027033337,77.5,4.0,6784.0,1998.05,8782.05,20748.76,18869.19,0.799,0.0,0.0,1.485,2.0,1.05,350.0,350.0,40.0,660.0,0.0,3903.67,3580.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,250.0,400.0,40.0,900.0,0.0,6587.04,6806.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,300.0,400.0,40.0,900.0,0.0,7167.04,7226.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,350.0,400.0,40.0,900.0,0.0,7747.04,7612.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,400.0,40.0,900.0,0.0,8327.04,7990.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,450.0,400.0,40.0,900.0,0.0,8907.04,8385.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,250.0,40.0,900.0,0.0,7855.33,7539.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,300.0,40.0,900.0,0.0,8012.56,7700.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,350.0,40.0,900.0,0.0,8169.8,7853.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,400.0,40.0,900.0,0.0,8327.04,8008.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.05,400.0,450.0,40.0,900.0,0.0,8484.27,8166.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.04,350.0,350.0,30.0,900.0,0.0,6982.51,6846.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.06,350.0,350.0,55.0,900.0,0.0,8500.73,8410.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.08,350.0,350.0,70.0,900.0,0.0,9411.65,9345.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.1,350.0,350.0,85.0,900.0,0.0,10322.58,10264.0
157.973,11.28379167,68.0,7.0,11600.0,3144.73,14744.73,60728.54,14526.72,0.5357,0.0,0.0,2.323,1.429,1.12,350.0,350.0,100.0,900.0,0.0,11233.51,11213.0
64.318,3.385137501,13.0,3.0,1404.0,273.32,1677.32,12191.75,530.93,0.2807,0.0,0.0,4.948,1.0,1.03,235.0,235.0,28.63,500.0,0.0,743.24,827.0
64.318,3.385137501,26.0,3.0,1404.0,518.36,1922.36,10353.92,2123.72,0.5088,0.0,0.0,2.474,1.0,1.03,235.0,235.0,28.63,500.0,0.0,748.21,780.0
64.318,3.385137501,41.0,3.0,1404.0,801.11,2205.11,6913.88,5281.02,0.7719,0.0,0.0,1.569,1.0,1.03,235.0,235.0,28.63,500.0,0.0,716.16,732.0
101.554,11.28379167,10.0,5.0,7600.0,392.7,7992.7,31693.14,314.16,0.1667,0.0,0.0,10.155,2.0,1.13,517.6,356.2,112.26,600.0,0.0,7631.51,7704.0
101.554,11.28379167,25.0,5.0,7600.0,863.94,8463.94,29572.57,1963.5,0.3333,0.0,0.0,4.062,2.0,1.14,517.6,356.2,116.03,600.0,0.0,7672.8,7714.0
101.554,11.28379167,49.0,5.0,7600.0,1617.92,9217.92,23239.12,7542.96,0.6,0.0,0.0,2.073,2.0,1.13,517.6,356.2,112.26,600.0,0.0,7118.89,7554.0
101.554,11.28379167,65.0,5.0,7600.0,2120.58,9720.58,17006.2,13273.23,0.7778,0.0,0.0,1.562,2.0,1.13,517.6,356.2,112.0,600.0,0.0,6593.8,6460.0
56.419,11.28379167,25.0,5.0,4400.0,863.94,5263.94,7172.57,1963.5,0.6,0.0,0.0,2.257,2.0,1.14,517.6,356.2,117.88,360.0,0.0,3430.68,3629.0
73.345,11.28379167,35.0,5.0,5600.0,1178.1,6778.1,11873.45,3848.451001,0.6154,0.0,0.0,2.096,2.0,1.14,517.6,356.2,117.88,450.0,0.0,4717.84,4825.0
129.764,11.28379167,65.0,5.0,9600.0,2120.58,11720.58,37506.2,13273.22896,0.6087,0.0,0.0,1.996,2.0,1.13,517.6,356.2,106.02,750.0,0.0,9700.72,8660.0
64.318,3.385137501,29.33785834,3.385137501,1404.0,660.0,2064.0,9632.0,2704.0,0.5088,0.0,0.0,2.192,1.0,1.05,275.9,374.5,39.1,2136.0,0.0,1011.14,1160.0
64.318,3.385137501,29.33785834,3.385137501,1404.0,660.0,2064.0,9632.0,2704.0,0.5088,0.0,0.0,2.192,1.0,1.05,275.9,374.5,39.1,2136.0,0.0,1011.14,920.0
65.409,3.689423477,29.03225527,3.744197645,1559.04,727.04,2286.08,10065.96,2647.96,0.4808,0.0,0.0,2.253,1.0,1.05,380.0,429.0,46.0,450.0,0.0,1367.37,1320.0
65.409,3.689423477,29.03225527,3.744197645,1559.04,727.04,2286.08,10065.96,2647.96,0.4808,0.0,0.0,2.253,1.0,1.05,380.0,429.0,46.0,450.0,0.0,1367.37,1320.0
49.513,6.736423628,25.45623401,2.753245168,2238.27,464.19,2702.46,5201.82,2035.8144,0.5697,0.0,0.0,1.945,2.447,1.07,485.0,477.0,58.7,300.0,0.0,1612.33,1546.0
49.513,6.736423628,25.45623401,2.753245168,2238.27,464.19,2702.46,5201.82,2035.8144,0.5697,0.0,0.0,1.945,2.447,1.07,485.0,477.0,58.7,300.0,0.0,1612.33,1614.0
52.176,4.52480046,25.45623401,2.753245168,1547.7,464.19,2011.89,6052.55,2035.8144,0.5407,0.0,0.0,2.05,1.643,1.07,445.0,477.0,58.7,300.0,0.0,1265.43,1194.0
52.176,4.52480046,25.45623401,2.753245168,1547.7,464.19,2011.89,6052.55,2035.8144,0.5407,0.0,0.0,2.05,1.643,1.07,445.0,477.0,58.7,300.0,0.0,1265.43,1210.0
53.214,3.317434751,25.45623401,2.753245168,1143.78,464.19,1607.96,6396.26,2035.8144,0.5301,0.0,0.0,2.09,1.205,1.07,464.0,477.0,58.7,300.0,0.0,1127.59,1027.0
53.214,3.317434751,25.45623401,2.753245168,1143.78,464.19,1607.96,6396.26,2035.8144,0.5301,0.0,0.0,2.09,1.205,1.07,464.0,477.0,58.7,300.0,0.0,1127.59,1060.0
54.377,2.324461084,25.45623401,2.753245168,811.15,464.19,1275.33,6789.1,2035.8144,0.5188,0.0,0.0,2.136,0.844,1.07,453.0,477.0,58.7,300.0,0.0,987.39,820.0
54.377,2.324461084,25.45623401,2.753245168,811.15,464.19,1275.33,6789.1,2035.8144,0.5188,0.0,0.0,2.136,0.844,1.07,453.0,477.0,58.7,300.0,0.0,987.39,839.0
74.755,3.421814341,30.46623751,3.385137501,1644.0,684.0,2328.0,13956.0,2916.0,0.5263,0.0,0.0,2.454,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1094.23,1075.0
74.755,3.421814341,35.66463662,3.423564333,1644.0,804.0,2448.0,12756.0,3996.0,0.5263,0.0,0.0,2.096,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1096.19,1081.0
74.755,3.421814341,40.1962807,3.505656522,1644.0,924.0,2568.0,11556.0,5076.0,0.5263,0.0,0.0,1.86,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1098.16,1082.0
80.456,3.416923781,30.46623751,3.385137501,1764.0,684.0,2448.0,16736.0,2916.0,0.4839,0.0,0.0,2.641,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1209.08,1194.0
80.456,3.416923781,35.66463662,3.423564333,1764.0,804.0,2568.0,15536.0,3996.0,0.4839,0.0,0.0,2.256,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1211.04,1190.0
80.456,3.416923781,40.1962807,3.505656522,1764.0,924.0,2688.0,14336.0,5076.0,0.4839,0.0,0.0,2.002,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1213.01,1193.0
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,34.52,400.0,0.0,2538.39,556.5
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,34.52,400.0,0.0,2538.39,549.5
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,31.79,400.0,0.0,2534.07,560.0
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,31.79,400.0,0.0,2534.07,523.0
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,31.43,400.0,0.0,2533.49,521.0
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,31.43,400.0,0.0,2533.49,539.5
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,30.88,400.0,0.0,2532.63,539.5
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.04,336.0,336.0,30.88,400.0,0.0,2532.63,539.5
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.03,336.0,336.0,28.09,400.0,0.0,2528.21,496.4
40.622,15.79730834,18.05406667,15.79730834,4816.0,2576.0,7392.0,1584.0,1024.0,0.8333,0.0,0.0,2.25,1.0,1.03,336.0,336.0,28.09,400.0,0.0,2528.21,498.4
86.186,4.084732585,26.84414039,3.057907543,2264.38,545.14,2809.53,20526.62,2263.8564,0.3469,0.0,0.0,3.211,1.336,1.05,374.0,304.0,42.53,480.0,0.0,1885.63,1665.0
86.186,4.084732585,26.84414039,3.057907543,2264.38,545.14,2809.53,20526.62,2263.8564,0.3469,0.0,0.0,3.211,1.336,1.05,374.0,304.0,42.53,480.0,0.0,1885.63,1819.0
51.866,3.298186859,8.30487067,2.922502043,1108.99,179.33,1288.33,8055.04,216.6784,0.2686,0.0,0.0,6.245,1.104,1.05,401.0,468.0,39.5,360.0,0.0,846.81,909.9
51.877,3.286639174,8.521123213,3.013760073,1105.23,189.89,1295.12,8036.81,228.1096,0.2821,0.0,0.0,6.088,1.067,1.09,401.0,468.0,78.4,360.0,0.0,1162.15,1161.3
51.843,3.321282578,8.559750788,2.946259153,1116.52,185.73,1302.25,8027.61,230.1824,0.2823,0.0,0.0,6.057,1.103,1.12,401.0,468.0,101.9,360.0,0.0,1352.66,1469.3
51.854,3.309734661,9.737912212,1.715136334,1112.76,114.18,1226.94,8035.19,297.9076,0.2741,0.0,0.0,5.325,1.888,1.05,401.0,357.0,39.5,360.0,0.0,804.37,855.9
51.808,3.321729597,9.670209462,1.726420126,1115.94,114.26,1230.2,8024.08,293.7796,0.2732,0.0,0.0,5.357,1.882,1.05,401.0,357.0,39.5,360.0,0.0,805.23,864.4
51.819,3.310180017,9.65892567,1.737703917,1112.18,114.95,1227.13,8027.84,293.0944,0.2731,0.0,0.0,5.365,1.864,1.09,401.0,357.0,78.4,360.0,0.0,1116.4,1154.9
51.831,3.298630554,9.670209462,1.726420126,1108.42,114.26,1222.68,8031.6,293.7796,0.273,0.0,0.0,5.36,1.869,1.12,401.0,357.0,101.9,360.0,0.0,1303.69,1408.5
46.023,4.35155388,8.350005837,2.933785834,1317.83,180.96,1498.79,6254.19,219.04,0.2772,0.0,0.0,5.512,1.473,1.05,439.0,468.0,39.5,300.0,0.0,910.26,1030.4
46.093,4.306340305,8.293586878,2.990204793,1305.43,183.91,1489.34,6274.57,216.09,0.2769,0.0,0.0,5.558,1.43,1.09,439.0,468.0,78.4,300.0,0.0,1151.08,1235.2
107.873,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,12387.69,0.6276,0.0,0.0,1.718,1.011,1.05,337.0,339.0,46.5,1200.0,0.0,2872.64,3267.0
107.873,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,12387.69,0.6276,0.0,0.0,1.718,1.011,1.05,337.0,339.0,46.5,1600.0,0.0,2872.64,3115.0
107.873,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,12387.69,0.6276,0.0,0.0,1.718,1.011,1.05,337.0,339.0,46.5,2000.0,0.0,2872.64,2913.0
107.873,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,12387.69,0.6276,0.0,0.0,1.718,1.011,1.06,337.0,339.0,54.0,1600.0,0.0,3038.82,3289.0
107.873,4.964868335,62.79430065,4.908449377,3442.56,2012.31,5454.87,22157.44,12387.69,0.6276,0.0,0.0,1.718,1.011,1.07,337.0,339.0,62.9,1600.0,0.0,3236.02,3515.0
53.034,3.554394376,18.23460734,4.332976002,1224.09,555.42,1779.51,7236.0,1044.5824,0.4255,0.0,0.0,2.908,0.82,1.05,556.0,404.0,41.8,250.0,0.0,1207.45,1420.0
52.966,3.565678168,18.21203976,4.355543585,1226.59,558.0,1784.59,7213.45,1041.9984,0.4261,0.0,0.0,2.908,0.819,1.05,556.0,404.0,41.8,250.0,0.0,1208.94,1420.0
53.0,3.531826793,18.20075597,4.366827377,1215.32,559.29,1774.61,7224.72,1040.7076,0.4258,0.0,0.0,2.912,0.809,1.1,556.0,404.0,81.6,250.0,0.0,1491.21,1464.0
52.989,3.543110585,18.21203976,4.355543585,1219.07,558.0,1777.08,7220.97,1041.9984,0.4259,0.0,0.0,2.91,0.813,1.14,556.0,404.0,115.9,250.0,0.0,1740.15,1706.0
53.0,3.588245751,21.19096076,1.602298417,1235.37,221.41,1456.77,7192.56,1410.7536,0.4301,0.0,0.0,2.501,2.239,1.05,556.0,324.0,41.8,250.0,0.0,1059.25,1209.0
52.977,3.554394376,21.16839317,1.624866001,1222.83,224.41,1447.24,7185.05,1407.7504,0.4302,0.0,0.0,2.503,2.188,1.1,556.0,324.0,81.6,250.0,0.0,1338.9,1323.0
52.977,3.554394376,21.16839317,1.624866001,1222.83,224.41,1447.24,7185.05,1407.7504,0.4302,0.0,0.0,2.503,2.188,1.14,556.0,324.0,115.9,250.0,0.0,1585.35,1516.0
86.186,4.084732585,26.85542418,3.046623751,2264.38,543.24,2807.62,20526.62,2265.76,0.3469,0.0,0.0,3.209,1.341,1.06,374.0,304.0,50.5,480.0,0.0,2048.62,1819.0
278.71,3.385137501,194.0812167,3.385137501,5964.0,4164.0,10128.0,121536.0,118336.0,0.7085,0.0,0.0,1.436,1.0,1.05,353.0,353.0,39.8,1500.0,0.0,8412.32,6939.0
278.71,3.385137501,222.2906959,3.385137501,5964.0,4764.0,10728.0,84036.0,155236.0,0.8097,0.0,0.0,1.254,1.0,1.05,353.0,353.0,39.8,1500.0,0.0,7131.62,6090.0
74.755,3.421814341,30.46623751,3.385137501,1644.0,684.0,2328.0,13956.0,2916.0,0.5263,0.0,0.0,2.454,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1094.23,1120.0
74.755,3.421814341,35.66463662,3.423564333,1644.0,804.0,2448.0,12756.0,3996.0,0.5263,0.0,0.0,2.096,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1096.19,1100.0
74.755,3.421814341,40.1962807,3.505656522,1644.0,924.0,2568.0,11556.0,5076.0,0.5263,0.0,0.0,1.86,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1098.16,1010.0
80.456,3.416923781,30.46623751,3.385137501,1764.0,684.0,2448.0,16736.0,2916.0,0.4839,0.0,0.0,2.641,1.0,1.03,300.0,300.0,28.36,480.0,0.0,1209.08,1160.0
49.536,6.736423628,25.45623401,2.753245168,2239.23,464.19,2703.41,5208.84,2035.8144,0.5695,0.0,0.0,1.946,2.447,1.07,485.0,477.0,62.19,375.0,0.0,1631.36,1545.0
52.171,4.52480046,25.45623401,2.753245168,1547.54,464.19,2011.72,6050.7,2035.8144,0.5407,0.0,0.0,2.049,1.643,1.07,445.0,477.0,62.19,375.0,0.0,1286.34,1194.0
143.175,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,11475.0,0.4348,0.0,0.0,2.369,1.333,1.04,450.0,450.0,37.45,900.0,0.0,8206.21,8626.7
143.175,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,12600.0,0.4348,0.0,0.0,2.261,2.0,1.04,450.0,450.0,37.45,900.0,0.0,7699.96,8117.1
143.175,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,13181.25,0.4348,0.0,0.0,2.21,2.667,1.04,450.0,450.0,37.45,900.0,0.0,7438.4,7864.3
143.175,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,13536.0,0.4348,0.0,0.0,2.181,3.333,1.04,450.0,450.0,37.45,900.0,0.0,7278.76,7702.8
143.175,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,11475.0,0.4348,0.0,0.0,2.369,1.333,1.06,450.0,450.0,51.43,900.0,0.0,8896.93,9462.4
143.175,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,12600.0,0.4348,0.0,0.0,2.261,2.0,1.06,450.0,450.0,51.43,900.0,0.0,8390.68,8900.8
143.175,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,13181.25,0.4348,0.0,0.0,2.21,2.667,1.06,450.0,450.0,51.43,900.0,0.0,8129.12,8621.3
143.175,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,13536.0,0.4348,0.0,0.0,2.181,3.333,1.06,450.0,450.0,51.43,900.0,0.0,7969.48,8418.2
143.175,11.33441524,60.43679297,8.662036929,10600.0,3525.0,14125.0,49400.0,11475.0,0.4348,0.0,0.0,2.369,1.333,1.08,450.0,450.0,65.74,900.0,0.0,9603.91,10193.1
143.175,11.33441524,63.33012368,5.76870621,10600.0,2400.0,13000.0,49400.0,12600.0,0.4348,0.0,0.0,2.261,2.0,1.08,450.0,450.0,65.74,900.0,0.0,9097.66,9639.1
143.175,11.33441524,64.77439453,4.32443536,10600.0,1818.75,12418.75,49400.0,13181.25,0.4348,0.0,0.0,2.21,2.667,1.08,450.0,450.0,65.74,900.0,0.0,8836.1,9386.7
143.175,11.33441524,65.64025152,3.458578376,10600.0,1464.0,12064.0,49400.0,13536.0,0.4348,0.0,0.0,2.181,3.333,1.08,450.0,450.0,65.74,900.0,0.0,8676.46,9096.7
146.01,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,11475.0,0.4255,0.0,0.0,2.416,1.0,1.04,450.0,450.0,37.45,900.0,0.0,7143.89,7634.4
146.01,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,12600.0,0.4255,0.0,0.0,2.306,1.5,1.04,450.0,450.0,37.45,900.0,0.0,6637.64,7078.4
146.01,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,13181.25,0.4255,0.0,0.0,2.254,2.0,1.04,450.0,450.0,37.45,900.0,0.0,6376.08,6841.4
146.01,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,13536.0,0.4255,0.0,0.0,2.224,2.5,1.04,450.0,450.0,37.45,900.0,0.0,6216.44,6673.7
146.01,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,11475.0,0.4255,0.0,0.0,2.416,1.0,1.06,450.0,450.0,51.43,900.0,0.0,7870.61,8458.5
146.01,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,12600.0,0.4255,0.0,0.0,2.306,1.5,1.06,450.0,450.0,51.43,900.0,0.0,7364.36,7892.5
146.01,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,13181.25,0.4255,0.0,0.0,2.254,2.0,1.06,450.0,450.0,51.43,900.0,0.0,7102.8,7615.7
146.01,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,13536.0,0.4255,0.0,0.0,2.224,2.5,1.06,450.0,450.0,51.43,900.0,0.0,6943.16,7475.8
146.01,8.500076238,60.43679297,8.662036929,8025.0,3525.0,11550.0,51975.0,11475.0,0.4255,0.0,0.0,2.416,1.0,1.08,450.0,450.0,65.74,900.0,0.0,8614.44,9261.6
146.01,8.500076238,63.33012368,5.76870621,8025.0,2400.0,10425.0,51975.0,12600.0,0.4255,0.0,0.0,2.306,1.5,1.08,450.0,450.0,65.74,900.0,0.0,8108.19,8726.1
146.01,8.500076238,64.77439453,4.32443536,8025.0,1818.75,9843.75,51975.0,13181.25,0.4255,0.0,0.0,2.254,2.0,1.08,450.0,450.0,65.74,900.0,0.0,7846.63,8450.3
146.01,8.500076238,65.64025152,3.458578376,8025.0,1464.0,9489.0,51975.0,13536.0,0.4255,0.0,0.0,2.224,2.5,1.08,450.0,450.0,65.74,900.0,0.0,7686.99,8200.3
147.71,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,11475.0,0.4202,0.0,0.0,2.444,0.8,1.04,450.0,450.0,37.45,900.0,0.0,6496.6,7024.5
147.71,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,12600.0,0.4202,0.0,0.0,2.332,1.2,1.04,450.0,450.0,37.45,900.0,0.0,5990.35,6468.8
147.71,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,13181.25,0.4202,0.0,0.0,2.28,1.6,1.04,450.0,450.0,37.45,900.0,0.0,5728.79,6199.1
147.71,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,13536.0,0.4202,0.0,0.0,2.25,2.0,1.04,450.0,450.0,37.45,900.0,0.0,5569.15,6019.7
147.71,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,11475.0,0.4202,0.0,0.0,2.444,0.8,1.06,450.0,450.0,51.43,900.0,0.0,7245.26,7786.5
147.71,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,12600.0,0.4202,0.0,0.0,2.332,1.2,1.06,450.0,450.0,51.43,900.0,0.0,6739.01,7286.4
147.71,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,13181.25,0.4202,0.0,0.0,2.28,1.6,1.06,450.0,450.0,51.43,900.0,0.0,6477.45,6797.9
147.71,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,13536.0,0.4202,0.0,0.0,2.25,2.0,1.06,450.0,450.0,51.43,900.0,0.0,6317.81,6261.6
147.71,6.799718929,60.43679297,8.662036929,6456.0,3525.0,9981.0,53544.0,11475.0,0.4202,0.0,0.0,2.444,0.8,1.08,450.0,450.0,65.74,900.0,0.0,8011.54,7854.7
147.71,6.799718929,63.33012368,5.76870621,6456.0,2400.0,8856.0,53544.0,12600.0,0.4202,0.0,0.0,2.332,1.2,1.08,450.0,450.0,65.74,900.0,0.0,7505.29,7529.4
147.71,6.799718929,64.77439453,4.32443536,6456.0,1818.75,8274.75,53544.0,13181.25,0.4202,0.0,0.0,2.28,1.6,1.08,450.0,450.0,65.74,900.0,0.0,7243.73,7268.5
147.71,6.799718929,65.64025152,3.458578376,6456.0,1464.0,7920.0,53544.0,13536.0,0.4202,0.0,0.0,2.25,2.0,1.08,450.0,450.0,65.74,900.0,0.0,7084.09,7098.2
148.843,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,11475.0,0.4167,0.0,0.0,2.463,0.667,1.04,450.0,450.0,37.45,900.0,0.0,6060.94,6585.3
148.843,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,12600.0,0.4167,0.0,0.0,2.35,1.0,1.04,450.0,450.0,37.45,900.0,0.0,5554.69,5824.9
148.843,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,13181.25,0.4167,0.0,0.0,2.298,1.333,1.04,450.0,450.0,37.45,900.0,0.0,5293.13,5611.3
148.843,5.666246025,65.64025152,3.458578376,5400.0,1464.0,6864.0,54600.0,13536.0,0.4167,0.0,0.0,2.268,1.667,1.04,450.0,450.0,37.45,900.0,0.0,5133.49,5408.6
148.843,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,11475.0,0.4167,0.0,0.0,2.463,0.667,1.06,450.0,450.0,51.43,900.0,0.0,6824.37,7104.1
148.843,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,12600.0,0.4167,0.0,0.0,2.35,1.0,1.06,450.0,450.0,51.43,900.0,0.0,6318.12,6657.6
148.843,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,13181.25,0.4167,0.0,0.0,2.298,1.333,1.06,450.0,450.0,51.43,900.0,0.0,6056.56,6262.4
148.843,5.666246025,65.64025152,3.458578376,5400.0,1464.0,6864.0,54600.0,13536.0,0.4167,0.0,0.0,2.268,1.667,1.06,450.0,450.0,51.43,900.0,0.0,5896.92,6239.1
148.843,5.666246025,60.43679297,8.662036929,5400.0,3525.0,8925.0,54600.0,11475.0,0.4167,0.0,0.0,2.463,0.667,1.08,450.0,450.0,65.74,900.0,0.0,7605.77,7721.1
148.843,5.666246025,63.33012368,5.76870621,5400.0,2400.0,7800.0,54600.0,12600.0,0.4167,0.0,0.0,2.35,1.0,1.08,450.0,450.0,65.74,900.0,0.0,7099.52,7526.7
148.843,5.666246025,64.77439453,4.32443536,5400.0,1818.75,7218.75,54600.0,13181.25,0.4167,0.0,0.0,2.298,1.333,1.08,450.0,450.0,65.74,900.0,0.0,6837.95,7075.9
